s_cpu,s_mem,s_node_frag,s_active,s_lbf_c,s_lbf_m,b_cpu_avg,b_mem_avg,w_pod,w_cpu,w_mem,w_pow,r_pow,r_node_frag,r_paper_frag,r_unsched,r_active,r_lbf_c,r_lbf_m
0.8077,0.9045,0.1361,30,0.2503,0.1207,0.9892,5.0254,0.0411,0.0455,0.8931,0.0202,8418.6,0.136097,0.015094,0.1109,30,0.2503,0.1207
0.8077,0.9045,0.1361,30,0.2503,0.1207,1.012,4.9421,0.3868,0.1129,0.4292,0.0711,8418.6,0.136097,0.025178,0.185,30,0.2503,0.1207
0.0,0.0,1.0,0,0,0,0.9348,4.9699,0.1763,0.367,0.0594,0.3973,1924.39,0.656072,0.0,0.0,20,1.012,0.8803
0.3187,0.3536,0.6561,20,1.012,0.8803,0.9738,5.2244,0.2453,0.3022,0.1125,0.3399,4429.05,0.501752,0.0,0.0,26,0.8068,0.7295
0.4486,0.5167,0.5018,26,0.8068,0.7295,1.0336,4.968,0.0429,0.0338,0.0134,0.9099,5406.16,0.432818,0.0,0.0,27,0.6581,0.6243
0.5173,0.5895,0.4328,27,0.6581,0.6243,1.0468,4.9276,0.1933,0.2371,0.3762,0.1934,7481.41,0.385084,0.0,0.0,30,0.5544,0.5264
0.5604,0.6397,0.3851,30,0.5544,0.5264,0.9612,5.119,0.2929,0.2899,0.249,0.1683,7820.37,0.344874,0.0,0.0,30,0.4527,0.4168
0.6003,0.6802,0.3449,30,0.4527,0.4168,1.0608,4.9682,0.1705,0.3474,0.2479,0.2342,7890.03,0.306373,0.0,0.0,30,0.4452,0.3731
0.649,0.7186,0.3064,30,0.4452,0.3731,0.9602,5.0104,0.4519,0.0958,0.1301,0.3223,8169.79,0.266413,0.0,0.0,30,0.3591,0.2678
0.684,0.7591,0.2664,30,0.3591,0.2678,0.9422,5.0677,0.2786,0.3378,0.1883,0.1953,8229.73,0.226745,0.0,0.0,30,0.3477,0.234
0.7241,0.7989,0.2267,30,0.3477,0.234,1.028,4.948,0.7895,0.0784,0.0681,0.064,8388.32,0.188454,0.0,0.0,30,0.2867,0.1741
0.757,0.8403,0.1885,30,0.2867,0.1741,1.0594,4.9743,0.0214,0.0931,0.0173,0.8682,8421.72,0.165744,0.005635,0.034,30,0.2794,0.1701
0.78,0.865,0.1657,30,0.2794,0.1701,1.0182,4.9262,0.0373,0.1004,0.8351,0.0272,8421.72,0.165744,0.020191,0.1218,30,0.2794,0.1701
0.78,0.865,0.1657,30,0.2794,0.1701,0.9878,4.8483,0.3741,0.1773,0.3927,0.0559,8421.72,0.165744,0.03232,0.195,30,0.2794,0.1701
0.0,0.0,1.0,0,0,0,0.9826,5.0122,0.2296,0.1709,0.1351,0.4644,1942.92,0.647567,0.0,0.0,20,0.9927,0.8806
0.3152,0.3634,0.6476,20,0.9927,0.8806,0.9806,4.8251,0.2962,0.2814,0.1693,0.253,6612.29,0.52797,0.0,0.0,30,0.7992,0.6943
0.4273,0.4874,0.528,30,0.7992,0.6943,1.0332,5.0308,0.0481,0.8578,0.0321,0.062,6789.89,0.434427,0.0,0.0,30,0.7263,0.6426
0.518,0.5885,0.4344,30,0.7263,0.6426,0.9984,5.1239,0.1403,0.294,0.4598,0.1059,7174.0,0.384892,0.0,0.0,30,0.6401,0.5558
0.5619,0.6396,0.3849,30,0.6401,0.5558,1.0006,5.1258,0.8162,0.0883,0.05,0.0455,7737.25,0.344604,0.0,0.0,30,0.5179,0.4313
0.6002,0.6802,0.3446,30,0.5179,0.4313,1.0132,4.8163,0.2874,0.3204,0.1213,0.2709,7931.35,0.308043,0.0,0.0,30,0.4508,0.3502
0.6466,0.7167,0.308,30,0.4508,0.3502,1.0478,5.0684,0.2947,0.1765,0.2384,0.2903,8134.66,0.266199,0.0,0.0,30,0.391,0.2785
0.6883,0.7588,0.2662,30,0.391,0.2785,0.9282,5.004,0.2728,0.2865,0.3895,0.0511,8192.91,0.228078,0.0,0.0,30,0.3751,0.2505
0.7259,0.7975,0.2281,30,0.3751,0.2505,0.9808,4.9581,0.0778,0.068,0.0956,0.7587,8333.92,0.192239,0.0,0.0,30,0.3329,0.1858
0.759,0.8338,0.1922,30,0.3329,0.1858,1.0098,4.8913,0.0831,0.2544,0.177,0.4855,8418.84,0.166675,0.005334,0.032,30,0.2989,0.1634
0.7806,0.8634,0.1667,30,0.2989,0.1634,1.1204,4.9438,0.5872,0.0597,0.1105,0.2425,8418.84,0.166675,0.020001,0.12,30,0.2989,0.1634
0.7806,0.8634,0.1667,30,0.2989,0.1634,0.9812,4.9629,0.236,0.2831,0.1853,0.2956,8418.84,0.166675,0.032224,0.1933,30,0.2989,0.1634
0.0,0.0,1.0,0,0,0,0.95,4.9774,0.3872,0.1248,0.2959,0.1921,6277.42,0.687956,0.0,0.0,30,1.0739,0.9496
0.2984,0.3254,0.688,30,1.0739,0.9496,1.0316,5.1209,0.0847,0.0421,0.8092,0.064,6482.2,0.520221,0.0,0.0,30,0.8498,0.791
0.444,0.5061,0.5202,30,0.8498,0.791,1.057,4.9206,0.0249,0.0657,0.0114,0.898,6988.58,0.430558,0.0,0.0,30,0.6824,0.6206
0.5401,0.5961,0.4306,30,0.6824,0.6206,1.0132,4.9764,0.3591,0.3078,0.1771,0.156,7585.24,0.389649,0.0,0.0,30,0.56,0.4931
0.5785,0.6374,0.3896,30,0.56,0.4931,1.022,4.9633,0.0821,0.0634,0.0824,0.7721,7774.92,0.346371,0.0,0.0,30,0.4846,0.4111
0.626,0.6809,0.3464,30,0.4846,0.4111,1.0334,4.957,0.3125,0.1293,0.2434,0.3147,8051.69,0.305113,0.0,0.0,30,0.4026,0.3289
0.6666,0.7233,0.3051,30,0.4026,0.3289,1.024,5.0684,0.3236,0.2553,0.1588,0.2623,8125.25,0.265108,0.0,0.0,30,0.3836,0.2884
0.7119,0.7633,0.2651,30,0.3836,0.2884,1.0562,4.9771,0.2242,0.3288,0.1457,0.3013,8218.05,0.226253,0.0,0.0,30,0.361,0.25
0.7529,0.8024,0.2263,30,0.361,0.25,1.0302,4.8515,0.0387,0.0592,0.8272,0.0749,8344.44,0.190329,0.0,0.0,30,0.3178,0.1983
0.7863,0.8408,0.1903,30,0.3178,0.1983,0.9492,4.9784,0.1557,0.3774,0.3765,0.0903,8422.77,0.170758,0.008538,0.05,30,0.2881,0.163
0.8013,0.8623,0.1708,30,0.2881,0.163,0.9772,4.9615,0.4229,0.193,0.1278,0.2562,8422.77,0.170758,0.023285,0.1364,30,0.2881,0.163
0.8013,0.8623,0.1708,30,0.2881,0.163,0.9956,5.0337,0.3367,0.3071,0.2779,0.0783,8422.77,0.170758,0.035575,0.2083,30,0.2881,0.163
0.0,0.0,1.0,0,0,0,0.9064,5.0488,0.3323,0.2894,0.2032,0.1751,6276.69,0.663981,0.0,0.0,30,1.0835,0.9584
0.2737,0.3536,0.664,30,1.0835,0.9584,1.0302,5.0096,0.7967,0.055,0.0401,0.1082,6901.32,0.570699,0.0,0.0,30,0.7481,0.6739
0.3601,0.4487,0.5707,30,0.7481,0.6739,1.0284,5.0075,0.3205,0.2945,0.1926,0.1924,7076.39,0.426444,0.0,0.0,30,0.6831,0.6023
0.4987,0.6043,0.4264,30,0.6831,0.6023,0.9988,5.1183,0.2436,0.1432,0.4176,0.1956,7480.79,0.377503,0.0,0.0,30,0.5743,0.5053
0.5429,0.6558,0.3775,30,0.5743,0.5053,0.9964,5.109,0.1038,0.0162,0.7761,0.1039,7612.71,0.333942,0.0,0.0,30,0.5333,0.4511
0.5877,0.6997,0.3339,30,0.5333,0.4511,0.9972,4.9322,0.1,0.2774,0.2204,0.4022,7780.58,0.298403,0.0,0.0,30,0.4794,0.379
0.6338,0.7351,0.2984,30,0.4794,0.379,1.011,5.0635,0.3033,0.1342,0.3302,0.2323,8136.31,0.256227,0.0,0.0,30,0.3899,0.2727
0.6675,0.7785,0.2562,30,0.3899,0.2727,0.9504,4.9661,0.1434,0.3185,0.1933,0.3447,8207.82,0.219842,0.0,0.0,30,0.3719,0.2379
0.7063,0.8172,0.2198,30,0.3719,0.2379,1.013,4.9562,0.3847,0.0723,0.1735,0.3694,8376.4,0.181337,0.0,0.0,30,0.3164,0.1675
0.7399,0.8572,0.1813,30,0.3164,0.1675,0.978,4.9325,0.2089,0.3985,0.2213,0.1712,8413.86,0.161981,0.006803,0.042,30,0.3042,0.1441
0.7582,0.8777,0.162,30,0.3042,0.1441,1.0128,4.9931,0.8402,0.0682,0.048,0.0436,8413.86,0.161981,0.02091,0.1291,30,0.3042,0.1441
0.7582,0.8777,0.162,30,0.3042,0.1441,1.0004,4.9301,0.3943,0.0775,0.2152,0.313,8413.86,0.161981,0.032666,0.2017,30,0.3042,0.1441
0.0,0.0,1.0,0,0,0,0.9944,4.9545,0.0542,0.4171,0.2743,0.2544,1080.67,0.623364,0.0,0.0,15,1.1302,1.1002
0.3693,0.3892,0.6234,15,1.1302,1.1002,1.0214,4.7726,0.2746,0.2008,0.3018,0.2228,6564.61,0.491528,0.0,0.0,30,0.7753,0.7344
0.481,0.5275,0.4915,30,0.7753,0.7344,0.9658,5.0417,0.2482,0.4403,0.064,0.2475,7006.97,0.405564,0.0,0.0,30,0.6544,0.6153
0.5582,0.622,0.4056,30,0.6544,0.6153,0.9408,4.9901,0.8072,0.0666,0.0896,0.0366,7533.72,0.364604,0.0,0.0,30,0.5362,0.4928
0.5957,0.6635,0.3646,30,0.5362,0.4928,0.9644,4.9922,0.3111,0.2672,0.2028,0.2188,7804.44,0.3227,0.0,0.0,30,0.4384,0.3926
0.6385,0.7057,0.3227,30,0.4384,0.3926,1.073,4.9303,0.226,0.2781,0.2469,0.249,7890.14,0.280154,0.0,0.0,30,0.4112,0.3526
0.6882,0.7498,0.2802,30,0.4112,0.3526,1.0372,5.0587,0.0937,0.8129,0.0786,0.0149,7978.5,0.241653,0.0,0.0,30,0.3787,0.3027
0.7336,0.7882,0.2417,30,0.3787,0.3027,0.991,4.9658,0.0195,0.0443,0.8738,0.0625,8154.14,0.201034,0.0,0.0,30,0.3276,0.2434
0.769,0.8301,0.201,30,0.3276,0.2434,0.9794,5.1216,0.0437,0.0447,0.8538,0.0578,8377.76,0.163444,0.0,0.0,30,0.2506,0.1669
0.7997,0.8731,0.1634,30,0.2506,0.1669,0.9192,5.0255,0.0264,0.071,0.0928,0.8098,8417.85,0.145133,0.006386,0.044,30,0.2305,0.1377
0.8165,0.892,0.1451,30,0.2305,0.1377,1.0132,5.0234,0.1917,0.2219,0.266,0.3204,8417.85,0.145133,0.018999,0.1309,30,0.2305,0.1377
0.8165,0.892,0.1451,30,0.2305,0.1377,0.977,4.8577,0.2409,0.2482,0.2413,0.2696,8417.85,0.145133,0.02951,0.2033,30,0.2305,0.1377
0.0,0.0,1.0,0,0,0,1.0102,4.9737,0.857,0.0477,0.0249,0.0704,6356.18,0.684037,0.0,0.0,30,1.0473,0.9552
0.3017,0.3286,0.684,30,1.0473,0.9552,0.9616,5.0006,0.3969,0.1777,0.1375,0.2879,6711.92,0.538987,0.0,0.0,30,0.7704,0.6831
0.4335,0.4803,0.539,30,0.7704,0.6831,0.9936,4.9273,0.1202,0.2935,0.4476,0.1387,7035.24,0.432137,0.0,0.0,30,0.6608,0.6045
0.5333,0.5963,0.4321,30,0.6608,0.6045,1.0136,4.9341,0.04,0.0896,0.0389,0.8314,7415.36,0.389545,0.0,0.0,30,0.5416,0.5013
0.5813,0.6388,0.3895,30,0.5416,0.5013,1.0096,5.0011,0.3174,0.2147,0.1783,0.2896,7877.16,0.347313,0.0,0.0,30,0.4347,0.3857
0.6186,0.6816,0.3473,30,0.4347,0.3857,1.0324,5.0022,0.058,0.0643,0.827,0.0507,7956.72,0.305177,0.0,0.0,30,0.4149,0.3526
0.6664,0.7255,0.3052,30,0.4149,0.3526,1.0054,4.9297,0.2067,0.2641,0.3699,0.1593,8056.96,0.267143,0.0,0.0,30,0.3831,0.3025
0.7096,0.7635,0.2671,30,0.3831,0.3025,1.0032,5.0304,0.3467,0.0556,0.2292,0.3685,8283.78,0.225685,0.0,0.0,30,0.3111,0.2097
0.7435,0.8061,0.2257,30,0.3111,0.2097,1.0446,5.0753,0.3473,0.088,0.1273,0.4374,8389.97,0.184627,0.0,0.0,30,0.2726,0.1693
0.7807,0.8499,0.1846,30,0.2726,0.1693,0.9756,4.9868,0.2316,0.1175,0.3234,0.3274,8421.98,0.165753,0.007293,0.044,30,0.2612,0.1501
0.799,0.8696,0.1658,30,0.2612,0.1501,0.9884,5.0507,0.0958,0.161,0.3298,0.4133,8421.98,0.165753,0.021699,0.1309,30,0.2612,0.1501
0.799,0.8696,0.1658,30,0.2612,0.1501,0.9458,5.1638,0.062,0.2234,0.365,0.3496,8421.98,0.165753,0.033703,0.2033,30,0.2612,0.1501
0.0,0.0,1.0,0,0,0,1.018,4.9849,0.0886,0.0619,0.8145,0.0349,1261.22,0.639733,0.0,0.0,16,1.1082,1.0802
0.349,0.3726,0.6397,16,1.1082,1.0802,1.0446,5.0817,0.1278,0.1993,0.3325,0.3404,3251.7,0.485586,0.0,0.0,23,0.7892,0.7348
0.4917,0.5346,0.4856,23,0.7892,0.7348,0.996,5.0124,0.0964,0.3255,0.3715,0.2066,6983.29,0.426839,0.0,0.0,30,0.6503,0.6093
0.543,0.5972,0.4268,30,0.6503,0.6093,1.062,5.1281,0.0656,0.0892,0.7877,0.0576,7190.36,0.38158,0.0,0.0,30,0.586,0.5503
0.5911,0.6432,0.3816,30,0.586,0.5503,0.8752,5.0499,0.3582,0.1108,0.3945,0.1365,7730.34,0.341879,0.0,0.0,30,0.4807,0.4232
0.623,0.6836,0.3419,30,0.4807,0.4232,1.0314,5.0759,0.2228,0.3133,0.2582,0.2057,7876.91,0.302376,0.0,0.0,30,0.429,0.358
0.6708,0.723,0.3024,30,0.429,0.358,1.0036,4.969,0.2026,0.3468,0.284,0.1665,7969.67,0.265586,0.0,0.0,30,0.3982,0.3106
0.7145,0.7597,0.2656,30,0.3982,0.3106,0.9476,5.0817,0.4393,0.0698,0.1096,0.3813,8270.47,0.225088,0.0,0.0,30,0.3123,0.1955
0.7458,0.8011,0.2251,30,0.3123,0.1955,1.0128,4.8601,0.1182,0.3361,0.3874,0.1583,8376.41,0.187336,0.0,0.0,30,0.2711,0.1726
0.7798,0.8429,0.1873,30,0.2711,0.1726,0.9724,4.9931,0.3783,0.1912,0.348,0.0825,8419.05,0.169317,0.00745,0.044,30,0.2522,0.1532
0.7982,0.8619,0.1693,30,0.2522,0.1532,1.0466,4.9059,0.3703,0.2861,0.1056,0.238,8419.05,0.169317,0.022165,0.1309,30,0.2522,0.1532
0.7982,0.8619,0.1693,30,0.2522,0.1532,1.0504,4.9741,0.1038,0.2729,0.3022,0.3211,8419.05,0.169317,0.034428,0.2033,30,0.2522,0.1532
0.0,0.0,1.0,0,0,0,0.9858,5.0413,0.114,0.3149,0.2456,0.3256,1555.26,0.626522,0.0,0.0,18,1.0371,0.9696
0.3516,0.3888,0.6265,18,1.0371,0.9696,1.0428,4.9583,0.2592,0.0731,0.4814,0.1864,5992.84,0.492561,0.0,0.0,29,0.7805,0.7287
0.4741,0.5314,0.4926,29,0.7805,0.7287,1.031,4.9185,0.087,0.7912,0.0336,0.0882,6790.06,0.415727,0.0,0.0,30,0.6865,0.6449
0.5572,0.6096,0.4157,30,0.6865,0.6449,0.9882,5.0874,0.3508,0.1641,0.2524,0.2327,7440.59,0.369515,0.0,0.0,30,0.5567,0.5082
0.5985,0.6563,0.3695,30,0.5567,0.5082,0.9972,5.0185,0.2806,0.3505,0.1613,0.2076,7751.79,0.328174,0.0,0.0,30,0.4619,0.4066
0.6414,0.6978,0.3282,30,0.4619,0.4066,0.9162,5.1537,0.1673,0.2528,0.441,0.1389,7843.56,0.282128,0.0,0.0,30,0.4256,0.3695
0.683,0.7458,0.2821,30,0.4256,0.3695,0.9926,4.965,0.3558,0.1304,0.1921,0.3217,8164.48,0.242314,0.0,0.0,30,0.3374,0.2622
0.7182,0.7863,0.2423,30,0.3374,0.2622,1.016,4.9688,0.1889,0.1736,0.3181,0.3193,8224.26,0.203174,0.0,0.0,30,0.3223,0.2234
0.7608,0.8255,0.2032,30,0.3223,0.2234,0.9728,5.1784,0.1263,0.2334,0.449,0.1913,8365.92,0.163649,0.0,0.0,30,0.2701,0.1774
0.792,0.8702,0.1636,30,0.2701,0.1774,1.0308,4.9661,0.0968,0.4005,0.3671,0.1356,8419.91,0.143056,0.005436,0.038,30,0.2471,0.1431
0.8136,0.8912,0.1431,30,0.2471,0.1431,0.9104,5.0755,0.2647,0.2628,0.1502,0.3223,8419.91,0.143056,0.017947,0.1255,30,0.2471,0.1431
0.8136,0.8912,0.1431,30,0.2471,0.1431,0.9702,5.0267,0.4341,0.2393,0.1881,0.1385,8419.91,0.143056,0.028373,0.1983,30,0.2471,0.1431
0.0,0.0,1.0,0,0,0,0.9956,5.0132,0.2424,0.2299,0.2145,0.3132,1940.51,0.666711,0.0,0.0,20,1.0158,0.842
0.3326,0.3414,0.6667,20,1.0158,0.842,0.9428,5.0151,0.2789,0.0942,0.4454,0.1815,6548.16,0.525871,0.0,0.0,30,0.8017,0.7234
0.4509,0.4934,0.5259,30,0.8017,0.7234,0.976,5.0866,0.1333,0.2964,0.3906,0.1796,7021.14,0.443976,0.0,0.0,30,0.6939,0.6083
0.5309,0.5773,0.444,30,0.6939,0.6083,0.9134,4.9812,0.0857,0.035,0.8021,0.0772,7208.63,0.395363,0.0,0.0,30,0.6252,0.5527
0.5725,0.6281,0.3954,30,0.6252,0.5527,0.9924,5.037,0.2493,0.068,0.3919,0.2908,7731.9,0.354813,0.0,0.0,30,0.5093,0.4295
0.6108,0.6692,0.3548,30,0.5093,0.4295,0.9422,4.9231,0.0721,0.2845,0.2004,0.443,7811.45,0.317868,0.0,0.0,30,0.4853,0.3822
0.6551,0.7063,0.3179,30,0.4853,0.3822,0.9402,5.0509,0.3014,0.3375,0.1007,0.2604,8028.75,0.280145,0.0,0.0,30,0.4226,0.2983
0.6935,0.7442,0.2801,30,0.4226,0.2983,0.966,5.0683,0.046,0.0904,0.816,0.0476,8125.33,0.241357,0.0,0.0,30,0.3864,0.2652
0.7318,0.7838,0.2414,30,0.3864,0.2652,0.968,4.9752,0.2492,0.2639,0.3776,0.1093,8320.23,0.202776,0.0,0.0,30,0.328,0.216
0.762,0.828,0.2028,30,0.328,0.216,0.946,4.9921,0.2897,0.1815,0.2292,0.2996,8397.39,0.179107,0.005731,0.032,30,0.2985,0.1733
0.7837,0.8519,0.1791,30,0.2985,0.1733,0.9746,4.9308,0.1149,0.1476,0.1303,0.6071,8397.39,0.179107,0.021493,0.12,30,0.2985,0.1733
0.7837,0.8519,0.1791,30,0.2985,0.1733,0.9648,5.0984,0.106,0.3529,0.254,0.2871,8397.39,0.179107,0.034627,0.1933,30,0.2985,0.1733
0.0,0.0,1.0,0,0,0,1.0218,5.1037,0.029,0.8192,0.0873,0.0645,934.58,0.640108,0.0,0.0,14,1.1647,1.093
0.3676,0.3695,0.6401,14,1.1647,1.093,1.0466,5.0557,0.4005,0.1894,0.2579,0.1521,6713.19,0.522797,0.0,0.0,30,0.8041,0.6919
0.4588,0.491,0.5228,30,0.8041,0.6919,1.041,4.8788,0.8873,0.0239,0.0409,0.048,7282.96,0.451392,0.0,0.0,30,0.6337,0.5515
0.5227,0.5655,0.4514,30,0.6337,0.5515,0.9974,4.8971,0.0725,0.0752,0.039,0.8133,7561.72,0.381541,0.0,0.0,30,0.5341,0.4854
0.5952,0.6422,0.3815,30,0.5341,0.4854,1.0592,5.0204,0.0801,0.0221,0.032,0.8657,7749.39,0.338487,0.0,0.0,30,0.4554,0.4075
0.6436,0.6854,0.3385,30,0.4554,0.4075,1.0262,4.9599,0.0516,0.8247,0.044,0.0797,7806.64,0.297092,0.0,0.0,30,0.4461,0.3822
0.6905,0.7279,0.2971,30,0.4461,0.3822,1.0196,4.9398,0.0101,0.0709,0.046,0.873,7957.12,0.259942,0.0,0.0,30,0.4059,0.322
0.7328,0.765,0.2599,30,0.4059,0.322,1.0554,4.9451,0.1439,0.2988,0.2397,0.3176,8177.97,0.221585,0.0,0.0,30,0.3416,0.2463
0.7694,0.804,0.2216,30,0.3416,0.2463,0.8896,4.9203,0.2434,0.271,0.2809,0.2047,8329.88,0.184088,0.0,0.0,30,0.297,0.175
0.7982,0.8425,0.1841,30,0.297,0.175,1.0534,5.07,0.811,0.1014,0.0151,0.0724,8425.43,0.161525,0.006784,0.042,30,0.2595,0.1395
0.8162,0.8696,0.1615,30,0.2595,0.1395,1.0116,5.0076,0.2113,0.079,0.2181,0.4916,8425.43,0.161525,0.020851,0.1291,30,0.2595,0.1395
0.8162,0.8696,0.1615,30,0.2595,0.1395,0.9128,5.0515,0.3066,0.1622,0.2673,0.2639,8425.43,0.161525,0.032574,0.2017,30,0.2595,0.1395
0.0,0.0,1.0,0,0,0,0.9922,4.939,0.2537,0.2737,0.2148,0.2578,2306.31,0.641638,0.0,0.0,21,0.9638,0.9093
0.3333,0.369,0.6416,21,0.9638,0.9093,1.0416,5.1184,0.3185,0.346,0.1419,0.1937,6655.01,0.512324,0.0,0.0,30,0.744,0.7061
0.4566,0.5029,0.5123,30,0.744,0.7061,1.078,4.9141,0.1129,0.3307,0.2328,0.3236,7063.62,0.418972,0.0,0.0,30,0.6195,0.6129
0.5494,0.6004,0.419,30,0.6195,0.6129,1.0452,5.0001,0.2551,0.2421,0.2013,0.3015,7599.1,0.376842,0.0,0.0,30,0.4921,0.4863
0.5914,0.6427,0.3768,30,0.4921,0.4863,0.9442,4.9934,0.3459,0.2795,0.0855,0.2892,7866.53,0.335018,0.0,0.0,30,0.4023,0.385
0.6311,0.6849,0.335,30,0.4023,0.385,1.0704,5.1064,0.2674,0.3276,0.2186,0.1864,7957.63,0.291178,0.0,0.0,30,0.3719,0.3406
0.6797,0.7296,0.2912,30,0.3719,0.3406,1.005,4.918,0.4179,0.1184,0.1716,0.2921,8213.29,0.251959,0.0,0.0,30,0.2915,0.2446
0.7166,0.7693,0.252,30,0.2915,0.2446,0.987,4.9621,0.2993,0.1098,0.3018,0.2891,8276.69,0.213625,0.0,0.0,30,0.2903,0.2071
0.758,0.8081,0.2136,30,0.2903,0.2071,1.0508,4.9634,0.2744,0.2929,0.3563,0.0764,8389.02,0.175557,0.0,0.0,30,0.2395,0.176
0.7924,0.8505,0.1756,30,0.2395,0.176,0.9362,5.0143,0.231,0.1303,0.3113,0.3274,8435.5,0.155482,0.00653,0.042,30,0.2176,0.1434
0.8114,0.8708,0.1555,30,0.2176,0.1434,1.058,5.0799,0.267,0.4736,0.1764,0.083,8435.5,0.155482,0.020071,0.1291,30,0.2176,0.1434
0.8114,0.8708,0.1555,30,0.2176,0.1434,0.9288,5.0686,0.2809,0.0714,0.3524,0.2954,8435.5,0.155482,0.031356,0.2017,30,0.2176,0.1434
0.0,0.0,1.0,0,0,0,1.0264,5.0707,0.3093,0.1242,0.159,0.4075,1964.98,0.641778,0.0,0.0,20,0.9614,0.8928
0.3286,0.3703,0.6418,20,0.9614,0.8928,0.9236,4.9272,0.3135,0.1812,0.1094,0.3959,4448.36,0.490037,0.0,0.0,26,0.7921,0.7073
0.4601,0.5305,0.49,26,0.7921,0.7073,0.979,4.9774,0.0483,0.2729,0.3217,0.3572,4806.42,0.408071,0.0,0.0,26,0.6886,0.6203
0.5374,0.6179,0.4081,26,0.6886,0.6203,0.9972,5.1099,0.0266,0.8454,0.0908,0.0371,4989.45,0.367984,0.0,0.0,26,0.6239,0.5546
0.5848,0.6593,0.368,26,0.6239,0.5546,0.9776,5.1298,0.0964,0.031,0.8343,0.0382,7418.6,0.322804,0.0,0.0,30,0.5579,0.4747
0.6199,0.7057,0.3228,30,0.5579,0.4747,1.0156,4.9732,0.2465,0.3641,0.1712,0.2182,7930.5,0.284203,0.0,0.0,30,0.4366,0.3567
0.6604,0.7443,0.2842,30,0.4366,0.3567,0.973,5.0663,0.1765,0.3564,0.2602,0.207,8016.48,0.244694,0.0,0.0,30,0.4088,0.3117
0.7029,0.7837,0.2447,30,0.4088,0.3117,0.994,5.0656,0.3124,0.3289,0.2826,0.0761,8213.89,0.20592,0.0,0.0,30,0.3421,0.231
0.7402,0.8248,0.2059,30,0.3421,0.231,1.0318,4.9224,0.1221,0.3771,0.3252,0.1756,8344.72,0.167686,0.0,0.0,30,0.3,0.1819
0.7754,0.8653,0.1677,30,0.3,0.1819,0.9376,5.0499,0.3823,0.4324,0.0777,0.1076,8419.98,0.14348,0.004017,0.028,30,0.2702,0.1272
0.7983,0.8897,0.1435,30,0.2702,0.1272,1.0044,5.1129,0.3141,0.1171,0.3288,0.24,8419.98,0.14348,0.016696,0.1164,30,0.2702,0.1272
0.7983,0.8897,0.1435,30,0.2702,0.1272,0.9126,4.9887,0.032,0.8543,0.0828,0.0309,8419.98,0.14348,0.027261,0.19,30,0.2702,0.1272
0.0,0.0,1.0,0,0,0,0.9952,5.0235,0.2691,0.1843,0.2421,0.3045,2298.8,0.644972,0.0,0.0,21,1.0067,0.9073
0.3422,0.3688,0.645,21,1.0067,0.9073,1.0136,4.9204,0.4021,0.1791,0.1715,0.2472,6765.27,0.544748,0.0,0.0,30,0.7492,0.6821
0.4394,0.4724,0.5447,30,0.7492,0.6821,1.0496,5.0603,0.4566,0.275,0.1798,0.0886,7172.73,0.444858,0.0,0.0,30,0.6434,0.5924
0.539,0.579,0.4449,30,0.6434,0.5924,0.9836,5.0059,0.2105,0.307,0.1277,0.3547,7547.22,0.392929,0.0,0.0,30,0.5328,0.4885
0.5917,0.6322,0.3929,30,0.5328,0.4885,1.0222,4.953,0.287,0.085,0.3314,0.2966,7858.96,0.348009,0.0,0.0,30,0.4438,0.4042
0.6335,0.6784,0.348,30,0.4438,0.4042,1.0312,4.9859,0.1477,0.2165,0.3121,0.3237,7934.7,0.306823,0.0,0.0,30,0.4222,0.3678
0.6808,0.7196,0.3068,30,0.4222,0.3678,0.9412,5.0441,0.0891,0.3604,0.3626,0.1879,8023.16,0.269836,0.0,0.0,30,0.3906,0.3164
0.7224,0.7565,0.2698,30,0.3906,0.3164,1.0474,5.0611,0.2046,0.3057,0.2064,0.2834,8214.64,0.229818,0.0,0.0,30,0.3353,0.2527
0.7605,0.7975,0.2298,30,0.3353,0.2527,0.9562,5.0474,0.0211,0.1078,0.0504,0.8207,8348.02,0.193113,0.0,0.0,30,0.2837,0.1941
0.792,0.835,0.1931,30,0.2837,0.1941,1.0618,5.0016,0.3166,0.2891,0.2109,0.1834,8426.4,0.171189,0.007532,0.044,30,0.2504,0.1685
0.8102,0.8607,0.1712,30,0.2504,0.1685,1.0354,4.8845,0.0527,0.0301,0.8674,0.0497,8426.4,0.171189,0.02241,0.1309,30,0.2504,0.1685
0.8102,0.8607,0.1712,30,0.2504,0.1685,0.977,4.9452,0.1631,0.2324,0.3884,0.2161,8426.4,0.171189,0.034808,0.2033,30,0.2504,0.1685
0.0,0.0,1.0,0,0,0,1.0336,5.0466,0.2828,0.2835,0.1363,0.2973,2315.32,0.643835,0.0,0.0,21,0.9873,0.8893
0.344,0.3667,0.6438,21,0.9873,0.8893,0.973,5.0452,0.8196,0.0687,0.0125,0.0992,6907.99,0.572624,0.0,0.0,30,0.7555,0.6587
0.4065,0.4391,0.5726,30,0.7555,0.6587,0.9896,4.9198,0.0886,0.4166,0.2265,0.2683,7042.22,0.424402,0.0,0.0,30,0.6578,0.617
0.546,0.5983,0.4244,30,0.6578,0.617,1.022,5.019,0.2412,0.2934,0.2314,0.234,7550.9,0.381662,0.0,0.0,30,0.5258,0.4912
