Batch,Total Pods,Unscheduled,Active Nodes,Total Power (W),Avg Resource Fragmentation,LBF CPU,LBF Mem,LBF Pod
1,50,0,18,1496.2822738131765,0.0,1.0776097379066651,1.0277368246182954,1.3356646285651201
