s_cpu,s_mem,s_node_frag,s_active,s_lbf_c,s_lbf_m,b_cpu_avg,b_mem_avg,w_pod,w_cpu,w_mem,w_pow,r_pow,r_node_frag,r_paper_frag,r_unsched,r_active,r_lbf_c,r_lbf_m
0.6029,0.6545,0.3696,30,0.5516,0.4953,0.9914,4.9887,0.0904,0.07,0.7796,0.06,7679.14,0.323589,0.0,0.0,30,0.5038,0.4478
0.6478,0.7019,0.3236,30,0.5038,0.4478,1.0802,4.9859,0.1969,0.2249,0.297,0.2812,7861.85,0.287328,0.0,0.0,30,0.4349,0.3703
0.6974,0.738,0.2873,30,0.4349,0.3703,1.022,4.9539,0.4827,0.1299,0.2937,0.0937,8201.51,0.246627,0.0,0.0,30,0.3446,0.2591
0.7316,0.7794,0.2466,30,0.3446,0.2591,0.974,4.8597,0.0493,0.7855,0.0686,0.0966,8257.38,0.208721,0.0,0.0,30,0.3277,0.2212
0.7716,0.8179,0.2087,30,0.3277,0.2212,0.955,5.127,0.1831,0.3735,0.0803,0.3631,8343.93,0.17284,0.0,0.0,30,0.2953,0.175
0.8067,0.854,0.1728,30,0.2953,0.175,1.0192,4.9497,0.1546,0.3238,0.4584,0.0632,8428.16,0.146478,0.004687,0.032,30,0.2567,0.1432
0.829,0.8841,0.1465,30,0.2567,0.1432,0.9982,5.0027,0.0457,0.0133,0.9194,0.0216,8428.16,0.146478,0.017577,0.12,30,0.2567,0.1432
0.829,0.8841,0.1465,30,0.2567,0.1432,1.0198,4.9989,0.4734,0.1327,0.1978,0.1962,8428.16,0.146478,0.028319,0.1933,30,0.2567,0.1432
0.0,0.0,1.0,0,0,0,1.0512,4.9689,0.1228,0.374,0.1392,0.364,1537.52,0.652996,0.0,0.0,18,1.0321,0.9966
0.3651,0.3566,0.653,18,1.0321,0.9966,1.034,5.0424,0.2742,0.139,0.2067,0.3801,4534.12,0.514051,0.0,0.0,26,0.7555,0.7147
0.4798,0.5045,0.5141,26,0.7555,0.7147,0.9608,4.9517,0.0829,0.0763,0.761,0.0798,6819.7,0.426231,0.0,0.0,30,0.6827,0.6519
0.5545,0.5986,0.4262,30,0.6827,0.6519,0.9676,5.104,0.0641,0.0391,0.0957,0.8012,7332.32,0.386825,0.0,0.0,30,0.5524,0.5323
0.5978,0.6379,0.3868,30,0.5524,0.5323,1.0768,4.8549,0.2544,0.302,0.2677,0.176,7816.05,0.347494,0.0,0.0,30,0.4439,0.4217
0.6393,0.6774,0.3475,30,0.4439,0.4217,1.0624,5.1156,0.0824,0.2009,0.3604,0.3563,7889.46,0.306179,0.0,0.0,30,0.4294,0.3828
0.688,0.7186,0.3062,30,0.4294,0.3828,1.043,4.9832,0.1607,0.2591,0.2035,0.3767,7990.59,0.269078,0.0,0.0,30,0.3914,0.3344
0.7331,0.7556,0.2691,30,0.3914,0.3344,1.053,4.9586,0.0558,0.4834,0.2831,0.1776,8168.19,0.226918,0.0,0.0,30,0.3363,0.2707
0.769,0.7989,0.2269,30,0.3363,0.2707,1.0424,4.9793,0.1086,0.0693,0.7912,0.0309,8392.06,0.189091,0.0,0.0,30,0.2611,0.1938
0.8019,0.8399,0.1891,30,0.2611,0.1938,0.9818,4.9544,0.3085,0.2145,0.2548,0.2223,8432.09,0.169983,0.007479,0.044,30,0.2436,0.1688
0.8208,0.859,0.17,30,0.2436,0.1688,0.9194,5.0459,0.2008,0.2878,0.2345,0.2769,8432.09,0.169983,0.022252,0.1309,30,0.2436,0.1688
0.8208,0.859,0.17,30,0.2436,0.1688,1.082,5.0609,0.0975,0.2896,0.3076,0.3053,8432.09,0.169983,0.034563,0.2033,30,0.2436,0.1688
0.0,0.0,1.0,0,0,0,0.9994,5.118,0.1177,0.2941,0.4081,0.1801,1551.83,0.62409,0.0,0.0,18,1.0338,0.9753
0.3521,0.3866,0.6241,18,1.0338,0.9753,0.9838,4.9441,0.0619,0.2751,0.3207,0.3422,2096.85,0.473983,0.0,0.0,20,0.812,0.7466
0.4966,0.5432,0.474,20,0.812,0.7466,1.0268,4.9924,0.0221,0.8586,0.0259,0.0934,3487.16,0.423206,0.0,0.0,23,0.7035,0.6505
0.5549,0.595,0.4232,23,0.7035,0.6505,0.9912,5.121,0.0237,0.8227,0.1054,0.0482,4501.98,0.381125,0.0,0.0,25,0.6305,0.5745
0.5986,0.6371,0.3811,25,0.6305,0.5745,0.9978,4.8799,0.0902,0.7692,0.0916,0.049,7326.42,0.343412,0.0,0.0,30,0.5505,0.4893
0.6399,0.6748,0.3434,30,0.5505,0.4893,0.9546,4.8695,0.2749,0.2354,0.1479,0.3417,7865.51,0.299514,0.0,0.0,30,0.4369,0.3551
0.6769,0.7194,0.2995,30,0.4369,0.3551,0.9722,5.1315,0.0789,0.8383,0.0122,0.0706,7951.04,0.256217,0.0,0.0,30,0.4047,0.3094
0.7205,0.7632,0.2562,30,0.4047,0.3094,1.0754,5.096,0.0219,0.8294,0.0874,0.0613,8147.38,0.214262,0.0,0.0,30,0.3405,0.2489
0.7587,0.8076,0.2143,30,0.3405,0.2489,0.9914,5.0601,0.262,0.3233,0.2471,0.1676,8375.71,0.175445,0.0,0.0,30,0.2665,0.1699
0.7897,0.8515,0.1754,30,0.2665,0.1699,0.9728,5.0029,0.036,0.0798,0.8542,0.03,8420.84,0.155709,0.00654,0.042,30,0.2471,0.1367
0.8091,0.8712,0.1557,30,0.2471,0.1367,0.9998,4.9871,0.1041,0.4419,0.1367,0.3173,8420.84,0.155709,0.020101,0.1291,30,0.2471,0.1367
0.8091,0.8712,0.1557,30,0.2471,0.1367,1.053,5.104,0.0461,0.8835,0.0499,0.0205,8420.84,0.155709,0.031401,0.2017,30,0.2471,0.1367
0.0,0.0,1.0,0,0,0,0.9916,5.1054,0.3014,0.2166,0.1635,0.3185,2668.92,0.647049,0.0,0.0,22,0.9995,0.8796
0.323,0.3627,0.647,22,0.9995,0.8796,0.9978,5.0499,0.1937,0.317,0.2565,0.2329,3988.53,0.492913,0.0,0.0,25,0.8102,0.7243
0.4667,0.5256,0.4929,25,0.8102,0.7243,1.0408,4.9699,0.3038,0.2964,0.2,0.1998,7076.99,0.42902,0.0,0.0,30,0.6691,0.6058
0.5299,0.593,0.429,30,0.6691,0.6058,0.9794,4.8814,0.3253,0.1683,0.087,0.4194,7558.13,0.38543,0.0,0.0,30,0.5472,0.4924
0.5736,0.6374,0.3854,30,0.5472,0.4924,1.0296,4.9532,0.765,0.0979,0.0673,0.0697,7926.41,0.343767,0.0,0.0,30,0.4422,0.3848
0.6132,0.6795,0.3438,30,0.4422,0.3848,1.0572,4.9088,0.2541,0.0405,0.3576,0.3478,8029.9,0.298224,0.0,0.0,30,0.4071,0.3509
0.6612,0.7257,0.2982,30,0.4071,0.3509,1.0594,4.8911,0.2778,0.1253,0.2803,0.3167,8140.79,0.261917,0.0,0.0,30,0.3646,0.2857
0.7089,0.7619,0.2619,30,0.3646,0.2857,1.0244,4.9318,0.0627,0.0222,0.8712,0.044,8225.47,0.223514,0.0,0.0,30,0.346,0.2427
0.7494,0.8011,0.2235,30,0.346,0.2427,0.9842,5.111,0.02,0.8335,0.0771,0.0694,8348.71,0.186818,0.0,0.0,30,0.3,0.1942
0.7816,0.8406,0.1868,30,0.3,0.1942,1.0086,5.0675,0.1325,0.3867,0.3266,0.1543,8425.91,0.166813,0.008007,0.048,30,0.27,0.1598
0.7972,0.8628,0.1668,30,0.27,0.1598,1.0554,4.9125,0.3073,0.0668,0.3435,0.2824,8425.91,0.166813,0.022444,0.1345,30,0.27,0.1598
0.7972,0.8628,0.1668,30,0.27,0.1598,1.0296,4.9781,0.2431,0.2554,0.166,0.3355,8425.91,0.166813,0.034475,0.2067,30,0.27,0.1598
0.0,0.0,1.0,0,0,0,0.9692,4.9389,0.0322,0.0293,0.091,0.8476,1529.95,0.661892,0.0,0.0,18,1.025,0.9742
0.3417,0.343,0.6619,18,1.025,0.9742,1.055,4.9044,0.1144,0.0647,0.5389,0.2819,2091.85,0.485805,0.0,0.0,20,0.8158,0.765
0.4955,0.5297,0.4858,20,0.8158,0.765,0.9866,5.0706,0.0847,0.0799,0.0724,0.763,5884.22,0.426665,0.0,0.0,28,0.6525,0.6198
0.5502,0.5918,0.4267,28,0.6525,0.6198,0.9864,5.0552,0.1818,0.2486,0.2874,0.2821,7460.35,0.380009,0.0,0.0,30,0.5434,0.5075
0.5905,0.6392,0.38,30,0.5434,0.5075,0.9638,5.1575,0.1565,0.2884,0.2171,0.338,7647.87,0.339764,0.0,0.0,30,0.4704,0.4331
0.6349,0.6801,0.3398,30,0.4704,0.4331,0.9734,4.9858,0.1903,0.1369,0.2762,0.3966,7847.22,0.29816,0.0,0.0,30,0.4255,0.3757
0.676,0.7218,0.2982,30,0.4255,0.3757,1.008,5.0372,0.09,0.0323,0.0235,0.8542,7964.24,0.261175,0.0,0.0,30,0.3864,0.3201
0.7199,0.7587,0.2612,30,0.3864,0.3201,1.0796,5.1228,0.2049,0.4071,0.2659,0.122,8142.96,0.218951,0.0,0.0,30,0.3424,0.2599
0.7589,0.8017,0.219,30,0.3424,0.2599,0.9922,4.977,0.1709,0.2518,0.4183,0.159,8306.13,0.183331,0.0,0.0,30,0.2847,0.2008
0.7914,0.84,0.1833,30,0.2847,0.2008,1.0216,5.1313,0.0123,0.8353,0.0992,0.0532,8426.56,0.158125,0.005692,0.036,30,0.2432,0.1557
0.8128,0.8671,0.1581,30,0.2432,0.1557,0.9626,5.0423,0.2262,0.3878,0.2967,0.0892,8426.56,0.158125,0.01955,0.1236,30,0.2432,0.1557
0.8128,0.8671,0.1581,30,0.2432,0.1557,1.0078,4.985,0.805,0.0173,0.0903,0.0874,8426.56,0.158125,0.031098,0.1967,30,0.2432,0.1557
0.0,0.0,1.0,0,0,0,0.9954,5.0809,0.1816,0.4192,0.0668,0.3324,1913.89,0.640902,0.0,0.0,20,1.0326,0.9134
0.3361,0.3695,0.6409,20,1.0326,0.9134,1.0222,5.1609,0.48,0.0672,0.3047,0.1482,6851.74,0.542191,0.0,0.0,30,0.7508,0.6737
0.4106,0.4772,0.5422,30,0.7508,0.6737,1.0114,4.8916,0.0456,0.0833,0.0239,0.8471,7097.47,0.42685,0.0,0.0,30,0.6638,0.6047
0.5295,0.6013,0.4269,30,0.6638,0.6047,0.9538,4.9252,0.8484,0.067,0.0175,0.067,7599.76,0.386151,0.0,0.0,30,0.5461,0.4808
0.5667,0.6424,0.3862,30,0.5461,0.4808,1.0266,4.856,0.1942,0.3339,0.1571,0.3148,7752.21,0.343408,0.0,0.0,30,0.4917,0.4193
0.6152,0.6861,0.3434,30,0.4917,0.4193,1.0218,5.1934,0.2453,0.3184,0.2776,0.1587,7904.37,0.30063,0.0,0.0,30,0.4383,0.3548
0.6603,0.7289,0.3006,30,0.4383,0.3548,1.0148,4.9379,0.232,0.4769,0.1618,0.1293,7995.45,0.263188,0.0,0.0,30,0.4144,0.3136
0.7043,0.7662,0.2632,30,0.4144,0.3136,0.9712,4.985,0.0345,0.0515,0.0331,0.8809,8171.41,0.22458,0.0,0.0,30,0.3625,0.2485
0.7395,0.8058,0.2246,30,0.3625,0.2485,1.0682,4.9314,0.1364,0.4658,0.1048,0.293,8304.2,0.187415,0.0,0.0,30,0.3191,0.1891
0.7741,0.8437,0.1874,30,0.3191,0.1891,0.9782,4.9646,0.1893,0.2225,0.1926,0.3956,8415.14,0.165518,0.007283,0.044,30,0.2822,0.1449
0.7911,0.8693,0.1655,30,0.2822,0.1449,0.9766,4.9558,0.0909,0.5006,0.2156,0.1929,8415.14,0.165518,0.021668,0.1309,30,0.2822,0.1449
0.7911,0.8693,0.1655,30,0.2822,0.1449,0.9918,4.9256,0.0149,0.0806,0.0357,0.8688,8415.14,0.165518,0.033655,0.2033,30,0.2822,0.1449
0.0,0.0,1.0,0,0,0,1.0322,4.9524,0.1289,0.3484,0.1528,0.3699,1733.53,0.637509,0.0,0.0,19,1.0488,0.9482
0.3452,0.3703,0.6375,19,1.0488,0.9482,1.0458,5.1456,0.181,0.3009,0.2508,0.2673,4421.61,0.482935,0.0,0.0,26,0.8162,0.7211
0.4783,0.5311,0.4829,26,0.8162,0.7211,0.952,5.0098,0.062,0.0247,0.0879,0.8253,5385.86,0.418157,0.0,0.0,27,0.6783,0.6065
0.5393,0.6005,0.4182,27,0.6783,0.6065,1.0318,4.8592,0.0238,0.0621,0.0249,0.8892,5652.66,0.378826,0.0,0.0,27,0.591,0.5193
0.5876,0.6398,0.3788,27,0.591,0.5193,1.0128,4.9621,0.0763,0.1036,0.0493,0.7708,7571.3,0.335913,0.0,0.0,30,0.5038,0.4352
0.6305,0.6832,0.3359,30,0.5038,0.4352,0.9898,5.0014,0.4127,0.2163,0.3175,0.0535,8046.0,0.294482,0.0,0.0,30,0.4101,0.3168
0.6635,0.7267,0.2945,30,0.4101,0.3168,0.9934,4.9383,0.2744,0.2472,0.2188,0.2597,8127.86,0.254752,0.0,0.0,30,0.3837,0.2722
0.7074,0.7664,0.2548,30,0.3837,0.2722,0.9792,4.9896,0.0553,0.0304,0.0158,0.8984,8240.41,0.216746,0.0,0.0,30,0.3497,0.2218
0.7464,0.8045,0.2167,30,0.3497,0.2218,0.9772,4.8388,0.1404,0.4201,0.1289,0.3107,8340.66,0.181356,0.0,0.0,30,0.3157,0.1804
0.7793,0.8413,0.1814,30,0.3157,0.1804,0.9966,4.986,0.5169,0.1322,0.1768,0.174,8425.66,0.1563,0.005314,0.034,30,0.2805,0.1456
0.7997,0.8699,0.1563,30,0.2805,0.1456,1.0132,4.9479,0.2097,0.2805,0.3538,0.156,8425.66,0.1563,0.01904,0.1218,30,0.2805,0.1456
0.7997,0.8699,0.1563,30,0.2805,0.1456,0.9942,5.0013,0.3787,0.0882,0.1928,0.3402,8425.66,0.1563,0.030478,0.195,30,0.2805,0.1456
0.0,0.0,1.0,0,0,0,0.984,4.9528,0.3263,0.312,0.0594,0.3024,3812.61,0.65523,0.0,0.0,25,1.0328,0.9348
0.3227,0.3537,0.6552,25,1.0328,0.9348,0.9302,5.0709,0.2375,0.3946,0.0756,0.2923,4397.53,0.496871,0.0,0.0,26,0.8414,0.7336
0.4619,0.5191,0.4969,26,0.8414,0.7336,1.0054,5.0029,0.3464,0.1679,0.1739,0.3118,7044.43,0.426572,0.0,0.0,30,0.6813,0.6095
0.5245,0.5959,0.4266,30,0.6813,0.6095,1.0232,5.0998,0.2115,0.2591,0.3285,0.2009,7472.81,0.371837,0.0,0.0,30,0.5733,0.5112
0.5748,0.6529,0.3718,30,0.5733,0.5112,1.0056,5.0373,0.3205,0.1793,0.1259,0.3743,7842.02,0.3324,0.0,0.0,30,0.4643,0.4035
0.616,0.6925,0.3324,30,0.4643,0.4035,0.9402,5.0116,0.2286,0.2449,0.2604,0.2661,7950.88,0.292008,0.0,0.0,30,0.4193,0.3569
0.6581,0.7345,0.292,30,0.4193,0.3569,1.0102,5.0039,0.3748,0.4484,0.0682,0.1087,8034.44,0.255127,0.0,0.0,30,0.406,0.3063
0.7026,0.7715,0.2551,30,0.406,0.3063,1.0038,4.9956,0.0667,0.8247,0.0478,0.0608,8152.67,0.214389,0.0,0.0,30,0.3683,0.2574
0.7415,0.8129,0.2144,30,0.3683,0.2574,0.9522,5.0025,0.2607,0.1304,0.3304,0.2785,8353.4,0.176123,0.0,0.0,30,0.3043,0.1926
0.771,0.8568,0.1761,30,0.3043,0.1926,1.0052,5.0012,0.3322,0.1792,0.0818,0.4069,8412.45,0.154659,0.005568,0.036,30,0.2814,0.1569
0.7926,0.8783,0.1547,30,0.2814,0.1569,1.0534,5.0285,0.157,0.1224,0.3184,0.4022,8412.45,0.154659,0.019122,0.1236,30,0.2814,0.1569
0.7926,0.8783,0.1547,30,0.2814,0.1569,1.0262,4.9207,0.3764,0.3377,0.1914,0.0944,8412.45,0.154659,0.030416,0.1967,30,0.2814,0.1569
0.0,0.0,1.0,0,0,0,1.021,5.0977,0.2164,0.1314,0.3198,0.3324,1950.39,0.646166,0.0,0.0,20,0.9776,0.8632
0.331,0.3628,0.6462,20,0.9776,0.8632,0.9306,5.1035,0.0959,0.3336,0.4552,0.1153,2090.57,0.480219,0.0,0.0,20,0.8424,0.759
0.4761,0.5398,0.4802,20,0.8424,0.759,1.0416,4.8748,0.0243,0.0778,0.085,0.813,4909.09,0.422792,0.0,0.0,26,0.6761,0.6215
0.5353,0.5985,0.4228,26,0.6761,0.6215,1.0262,4.9444,0.3283,0.3195,0.2225,0.1297,7588.16,0.381197,0.0,0.0,30,0.5507,0.4906
0.5733,0.6405,0.3812,30,0.5507,0.4906,0.9858,4.9823,0.4017,0.3578,0.1661,0.0744,7886.14,0.338915,0.0,0.0,30,0.4538,0.3879
0.6146,0.6831,0.3389,30,0.4538,0.3879,0.979,5.1112,0.2766,0.0676,0.4291,0.2266,8026.2,0.292893,0.0,0.0,30,0.4131,0.3478
0.654,0.7314,0.2929,30,0.4131,0.3478,0.9964,5.0276,0.1118,0.3303,0.2999,0.2579,8099.52,0.255997,0.0,0.0,30,0.3925,0.3031
0.6984,0.7703,0.256,30,0.3925,0.3031,0.9634,5.1372,0.2573,0.2779,0.256,0.2088,8225.25,0.217018,0.0,0.0,30,0.3562,0.2362
0.7379,0.8095,0.217,30,0.3562,0.2362,1.0204,5.0632,0.0626,0.0652,0.8281,0.0442,8370.25,0.178029,0.0,0.0,30,0.3023,0.1786
0.7722,0.851,0.178,30,0.3023,0.1786,1.0234,4.9362,0.0329,0.0754,0.0854,0.8063,8415.57,0.159114,0.007001,0.044,30,0.2855,0.1464
0.7922,0.8699,0.1591,30,0.2855,0.1464,1.082,5.0758,0.1707,0.2769,0.2651,0.2873,8415.57,0.159114,0.020829,0.1309,30,0.2855,0.1464
0.7922,0.8699,0.1591,30,0.2855,0.1464,1.0384,4.9855,0.3188,0.3102,0.1032,0.2678,8415.57,0.159114,0.032353,0.2033,30,0.2855,0.1464
0.0,0.0,1.0,0,0,0,0.976,5.1319,0.2785,0.3319,0.0709,0.3188,1938.15,0.641759,0.0,0.0,20,1.0078,0.8805
0.3184,0.3675,0.6418,20,1.0078,0.8805,0.987,5.2075,0.2909,0.3593,0.2213,0.1285,6669.54,0.513832,0.0,0.0,30,0.7951,0.7219
0.428,0.51,0.5138,30,0.7951,0.7219,1.0742,4.9755,0.1174,0.4138,0.2999,0.1689,7067.6,0.420972,0.0,0.0,30,0.6526,0.6035
0.5236,0.6084,0.421,30,0.6526,0.6035,0.9232,4.9311,0.3702,0.1354,0.4129,0.0815,7579.85,0.377855,0.0,0.0,30,0.5426,0.4846
0.56,0.652,0.3779,30,0.5426,0.4846,0.9584,4.9726,0.2703,0.4361,0.094,0.1996,7738.73,0.335317,0.0,0.0,30,0.4868,0.4131
0.604,0.6947,0.3353,30,0.4868,0.4131,0.9788,5.1165,0.8539,0.0326,0.0902,0.0233,8070.18,0.294848,0.0,0.0,30,0.3909,0.3062
0.6397,0.7357,0.2948,30,0.3909,0.3062,1.0314,4.8246,0.2393,0.2639,0.135,0.3618,8145.02,0.255581,0.0,0.0,30,0.3727,0.2656
0.6874,0.7765,0.2556,30,0.3727,0.2656,0.9786,4.9465,0.0201,0.0846,0.1051,0.7902,8227.48,0.217953,0.0,0.0,30,0.3466,0.2171
0.7282,0.8141,0.218,30,0.3466,0.2171,0.965,5.0411,0.7993,0.0597,0.0602,0.0808,8382.92,0.178967,0.0,0.0,30,0.2863,0.1505
0.7591,0.8561,0.179,30,0.2863,0.1505,0.929,5.0266,0.1203,0.2984,0.3288,0.2526,8415.25,0.158699,0.005713,0.036,30,0.2763,0.1478
0.7792,0.8797,0.1587,30,0.2763,0.1478,1.0238,5.1578,0.0791,0.0311,0.0823,0.8075,8415.25,0.158699,0.019621,0.1236,30,0.2763,0.1478
0.7792,0.8797,0.1587,30,0.2763,0.1478,0.9704,5.0561,0.0856,0.0255,0.0102,0.8786,8415.25,0.158699,0.031211,0.1967,30,0.2763,0.1478
0.0,0.0,1.0,0,0,0,0.9766,4.9858,0.3639,0.2612,0.0971,0.2778,4689.04,0.672746,0.0,0.0,27,1.0402,0.9092
0.3103,0.3389,0.6727,27,1.0402,0.9092,1.0098,5.0443,0.0584,0.0677,0.8495,0.0243,4852.26,0.507727,0.0,0.0,27,0.844,0.756
0.4639,0.5113,0.5077,27,0.844,0.756,1.0344,4.9713,0.2651,0.2665,0.1979,0.2704,7053.67,0.436967,0.0,0.0,30,0.6794,0.6182
0.5279,0.5862,0.437,30,0.6794,0.6182,0.9872,5.1423,0.0686,0.1715,0.338,0.422,7368.83,0.387118,0.0,0.0,30,0.576,0.529
0.5749,0.6382,0.3871,30,0.576,0.529,1.033,5.1391,0.1701,0.0628,0.3803,0.3868,7681.61,0.344612,0.0,0.0,30,0.5008,0.4494
0.6184,0.6807,0.3446,30,0.5008,0.4494,1.042,4.955,0.1107,0.4583,0.1534,0.2776,7775.29,0.30717,0.0,0.0,30,0.47,0.3991
0.6665,0.7181,0.3072,30,0.47,0.3991,1.0094,5.0564,0.2597,0.2263,0.2324,0.2815,8073.84,0.267488,0.0,0.0,30,0.3925,0.2977
0.7048,0.758,0.2675,30,0.3925,0.2977,1.0246,4.901,0.1873,0.1241,0.4162,0.2724,8182.06,0.228769,0.0,0.0,30,0.3671,0.2567
0.7433,0.7973,0.2288,30,0.3671,0.2567,1.0012,4.9084,0.0542,0.8288,0.0369,0.0802,8318.9,0.193792,0.0,0.0,30,0.3173,0.2032
0.7763,0.8338,0.1938,30,0.3173,0.2032,0.9936,5.0231,0.2898,0.1989,0.2475,0.2638,8424.2,0.170216,0.007149,0.042,30,0.2841,0.1653
0.7954,0.8602,0.1702,30,0.2841,0.1653,0.974,5.0518,0.8073,0.0726,0.0217,0.0985,8424.2,0.170216,0.021973,0.1291,30,0.2841,0.1653
0.7954,0.8602,0.1702,30,0.2841,0.1653,0.9612,4.9571,0.124,0.2693,0.4538,0.1529,8424.2,0.170216,0.034327,0.2017,30,0.2841,0.1653
0.0,0.0,1.0,0,0,0,0.9838,4.9679,0.3713,0.116,0.2731,0.2397,6292.47,0.693717,0.0,0.0,30,1.0536,0.904
0.3099,0.3134,0.6937,30,1.0536,0.904,0.9832,5.0548,0.0922,0.0451,0.0757,0.787,6485.58,0.516588,0.0,0.0,30,0.8294,0.7316
0.4661,0.4964,0.5166,30,0.8294,0.7316,1.0338,4.9969,0.0571,0.0345,0.0183,0.8902,7013.95,0.440312,0.0,0.0,30,0.6669,0.6111
0.5356,0.5771,0.4403,30,0.6669,0.6111,0.9984,4.9605,0.1552,0.1405,0.3612,0.3431,7451.1,0.394041,0.0,0.0,30,0.5631,0.5133
0.5775,0.6247,0.394,30,0.5631,0.5133,1.0674,5.139,0.3582,0.3164,0.215,0.1105,7876.12,0.353315,0.0,0.0,30,0.4537,0.3967
0.6189,0.6656,0.3533,30,0.4537,0.3967,0.9602,4.8613,0.8339,0.0556,0.0155,0.0951,8124.08,0.314265,0.0,0.0,30,0.3705,0.3017
0.6551,0.7051,0.3143,30,0.3705,0.3017,0.9898,4.8643,0.2655,0.1172,0.4215,0.1959,8188.83,0.274142,0.0,0.0,30,0.3576,0.2745
0.6994,0.7455,0.2741,30,0.3576,0.2745,0.9696,4.9741,0.0863,0.7828,0.061,0.0699,8253.46,0.237495,0.0,0.0,30,0.3429,0.2299
0.7418,0.7822,0.2375,30,0.3429,0.2299,1.0112,5.2105,0.7852,0.0875,0.0364,0.0909,8390.78,0.196249,0.0,0.0,30,0.2862,0.169
0.7744,0.8255,0.1962,30,0.2862,0.169,0.9946,4.9576,0.1686,0.2794,0.1757,0.3762,8425.99,0.175138,0.006305,0.036,30,0.2743,0.1716
0.7967,0.8498,0.1751,30,0.2743,0.1716,1.0746,4.9489,0.1599,0.202,0.1408,0.4973,8425.99,0.175138,0.021653,0.1236,30,0.2743,0.1716
0.7967,0.8498,0.1751,30,0.2743,0.1716,0.9884,5.0517,0.2225,0.3204,0.1482,0.3089,8425.99,0.175138,0.034444,0.1967,30,0.2743,0.1716
0.0,0.0,1.0,0,0,0,0.9626,4.9958,0.1449,0.1336,0.4286,0.2928,1736.47,0.646284,0.0,0.0,19,1.0282,0.9767
0.318,0.3685,0.6463,19,1.0282,0.9767,1.0544,5.0302,0.8603,0.0324,0.0511,0.0562,6930.53,0.578115,0.0,0.0,30,0.7488,0.7056
0.3802,0.4378,0.5781,30,0.7488,0.7056,1.0702,5.1586,0.2301,0.2645,0.2364,0.269,7143.54,0.443733,0.0,0.0,30,0.662,0.6036
0.5213,0.5783,0.4437,30,0.662,0.6036,0.9396,5.0052,0.223,0.2666,0.2896,0.2208,7584.73,0.399599,0.0,0.0,30,0.5459,0.4804
0.5601,0.6229,0.3996,30,0.5459,0.4804,0.959,5.059,0.076,0.0478,0.855,0.0212,7709.35,0.353626,0.0,0.0,30,0.5015,0.4437
0.6036,0.6702,0.3536,30,0.5015,0.4437,0.978,4.9746,0.0883,0.7894,0.0413,0.0811,7818.58,0.316211,0.0,0.0,30,0.4688,0.4009
0.6478,0.7078,0.3162,30,0.4688,0.4009,0.9954,5.0333,0.4055,0.3203,0.196,0.0782,8137.28,0.27725,0.0,0.0,30,0.3822,0.2924
0.6841,0.7472,0.2773,30,0.3822,0.2924,1.0398,5.1312,0.3497,0.203,0.3609,0.0863,8286.47,0.236575,0.0,0.0,30,0.3383,0.2479
0.7194,0.7911,0.2366,30,0.3383,0.2479,0.9658,5.0311,0.045,0.0703,0.8454,0.0393,8366.98,0.200527,0.0,0.0,30,0.3083,0.2109
0.7531,0.8293,0.2005,30,0.3083,0.2109,1.022,4.9501,0.1719,0.39,0.2319,0.2063,8414.63,0.179275,0.00753,0.042,30,0.29,0.1795
0.7778,0.8505,0.1793,30,0.29,0.1795,0.9976,5.0397,0.4593,0.1159,0.2309,0.1939,8414.63,0.179275,0.023143,0.1291,30,0.29,0.1795
0.7778,0.8505,0.1793,30,0.29,0.1795,1.008,4.9203,0.1399,0.3341,0.3549,0.1712,8414.63,0.179275,0.036154,0.2017,30,0.29,0.1795
0.0,0.0,1.0,0,0,0,0.97,4.9765,0.8935,0.0264,0.0409,0.0392,6347.01,0.69477,0.0,0.0,30,1.0702,0.9367
0.28,0.3133,0.6948,30,1.0702,0.9367,1.0062,5.1106,0.1,0.0247,0.07,0.8053,6553.23,0.520773,0.0,0.0,30,0.8242,0.7261
0.4423,0.4946,0.5208,30,0.8242,0.7261,1.0548,5.012,0.3388,0.1835,0.3592,0.1186,7100.6,0.42561,0.0,0.0,30,0.6766,0.6155
0.5239,0.5972,0.4256,30,0.6766,0.6155,0.9834,4.9292,0.8053,0.0633,0.0556,0.0758,7600.19,0.383614,0.0,0.0,30,0.5536,0.4959
0.565,0.6406,0.3836,30,0.5536,0.4959,1.0208,5.1933,0.3578,0.4223,0.1175,0.1024,7806.55,0.341152,0.0,0.0,30,0.4728,0.4071
0.6126,0.6837,0.3412,30,0.4728,0.4071,1.0474,4.8436,0.0488,0.3409,0.3722,0.238,7867.5,0.303088,0.0,0.0,30,0.4677,0.3731
0.6604,0.7218,0.3031,30,0.4677,0.3731,1.0238,5.0444,0.3034,0.2592,0.2397,0.1976,8117.62,0.258143,0.0,0.0,30,0.3949,0.2952
0.7011,0.7688,0.2581,30,0.3949,0.2952,0.9774,4.9346,0.3586,0.4409,0.0946,0.106,8237.44,0.220005,0.0,0.0,30,0.3546,0.2396
0.7389,0.8071,0.22,30,0.3546,0.2396,0.9036,4.919,0.8419,0.047,0.0863,0.0249,8385.51,0.181737,0.0,0.0,30,0.2981,0.1693
0.7675,0.8483,0.1817,30,0.2981,0.1693,0.9746,4.9804,0.2647,0.0582,0.3638,0.3134,8412.39,0.163107,0.00685,0.042,30,0.2919,0.1643
