s_cpu,s_mem,s_frag,w_pod,w_cpu,w_mem,w_pow,r_frag,r_unsched,r_pow,r_lbf_c,r_lbf_m
0.8500877192982458,0.9139946933962264,0.0054306976226683595,0.2889,0.1917,0.2991,0.2203,0.017929097414551044,0.12545454545454546,8428.39967859419,0.27237069302248024,0.13527483772939028
0.8500877192982458,0.9139946933962264,0.017929097414551044,0.3736,0.1047,0.38,0.1417,0.028344430574453273,0.19833333333333333,8428.39967859419,0.27237069302248024,0.13527483772939028
0.8500877192982458,0.9139946933962264,0.028344430574453273,0.2683,0.2491,0.1165,0.3661,0.03715740478667825,0.26,8428.39967859419,0.27237069302248024,0.13527483772939028
0.0,0.0,0.0,0.1981,0.39,0.0659,0.3461,0.0,0.0,1943.8231508322556,1.00818129478625,0.8658586505316306
0.08840350877192983,0.09464622641509433,0.0,0.3065,0.104,0.2972,0.2923,0.0,0.0,3239.546462385633,0.8129236454228814,0.726534900654313
0.17582456140350874,0.18797280365566038,0.0,0.3223,0.2607,0.2853,0.1317,0.0,0.0,7060.328278906164,0.6748820578062635,0.6065216733179666
0.2610701754385966,0.2836125442216981,0.0,0.4802,0.1319,0.2033,0.1846,0.0,0.0,7526.121571299745,0.5501813038793759,0.480156231352115
0.3479122807017544,0.37945938974056603,0.0,0.2584,0.0514,0.3123,0.3778,0.0,0.0,7757.378567989507,0.4682401663976123,0.40898188737739627
0.4414912280701754,0.47415057488207546,0.0,0.2224,0.3375,0.2425,0.1976,0.0,0.0,7858.648520492684,0.44329505951051834,0.35636368501171184
0.5286140350877193,0.5687083579009434,0.0,0.3784,0.1301,0.2431,0.2485,0.0,0.0,8033.853413402877,0.40775644227147595,0.2957496771920909
0.6117894736842107,0.6660738502358491,0.0,0.3312,0.222,0.1195,0.3274,0.0,0.0,8173.054237516041,0.3700614693368927,0.24686537126036134
0.691245614035088,0.7600829156839622,0.0,0.3569,0.3221,0.2191,0.1019,0.0,0.0,8361.865967712038,0.30519153000869037,0.17716686295456566
0.7834561403508774,0.8544873968160377,0.0,0.1148,0.2192,0.4163,0.2497,0.006996862241522118,0.04,8418.300960802308,0.2853305675748371,0.16261916457659872
0.838087719298246,0.9116877948113208,0.006996862241522118,0.1587,0.1452,0.3957,0.3004,0.022262743495752187,0.12727272727272726,8418.300960802308,0.2853305675748371,0.16261916457659872
