s_cpu,s_mem,s_frag,w_pod,w_cpu,w_mem,w_pow,r_frag,r_unsched,r_pow,r_lbf_c,r_lbf_m
0.5170350877192981,0.5674602004716981,0.0,0.1414,0.3074,0.3757,0.1755,0.0,0.0,8017.127826482492,0.37549119821968546,0.3013294064528887
0.6051578947368419,0.6637606869103774,0.0,0.3244,0.3261,0.2573,0.0922,0.0,0.0,8179.441397401017,0.3290026658338142,0.22893478132171216
0.6885438596491227,0.7617869251179246,0.0,0.3059,0.2996,0.1537,0.2408,0.0,0.0,8363.260513533065,0.26137160727182773,0.1472464745028311
0.7720701754385964,0.8555833579009434,0.0,0.2783,0.3825,0.2604,0.0788,0.0046638100843291895,0.034,8414.713499756328,0.2413427044364998,0.12183561148390015
0.8299649122807016,0.9181600088443396,0.0046638100843291895,0.1863,0.3067,0.324,0.183,0.016709907788773033,0.12181818181818181,8414.713499756328,0.2413427044364998,0.12183561148390015
0.8299649122807016,0.9181600088443396,0.016709907788773033,0.08,0.4937,0.1974,0.2289,0.02674832254247624,0.195,8414.713499756328,0.2413427044364998,0.12183561148390015
0.8299649122807016,0.9181600088443396,0.02674832254247624,0.0992,0.2551,0.4085,0.2372,0.03524236579560971,0.2569230769230769,8414.713499756328,0.2413427044364998,0.12183561148390015
0.0,0.0,0.0,0.3884,0.2277,0.0511,0.3328,0.0,0.0,1934.204440611098,0.9906592114573503,0.8766762524532024
0.08459649122807017,0.09498968160377358,0.0,0.2013,0.3981,0.261,0.1396,0.0,0.0,3628.2716007030444,0.8131418685354562,0.7235166399445896
0.17349122807017545,0.18753427181603774,0.0,0.2469,0.053,0.3016,0.3985,0.0,0.0,7086.059288271918,0.6669733816563609,0.6051405662126813
0.26256140350877194,0.282740639740566,0.0,0.312,0.3733,0.211,0.1037,0.0,0.0,7543.34294350779,0.5399692524896359,0.48517451005790885
0.34924561403508775,0.3750405365566038,0.0,0.1387,0.1011,0.4335,0.3267,0.0,0.0,7803.319269977167,0.45647810327818855,0.4090517330033339
0.4416315789473684,0.46765219634433963,0.0,0.2022,0.2741,0.4104,0.1133,0.0,0.0,7888.540261628487,0.43326269364063097,0.3633529056106666
0.5293859649122805,0.5637057783018868,0.0,0.0878,0.1905,0.3084,0.4133,0.0,0.0,8079.374981316719,0.40119730226548433,0.3007039408948759
0.6142456140350875,0.6556677476415095,0.0,0.2209,0.2286,0.2408,0.3097,0.0,0.0,8210.989442048112,0.3637935425754592,0.24375694293371916
0.7020877192982454,0.7522615713443396,0.0,0.1911,0.253,0.2712,0.2847,0.0,0.0,8359.934450941613,0.31107143202292115,0.17642101512512756
0.7915789473684209,0.8462614239386792,0.0,0.3817,0.1814,0.3087,0.1282,0.007555079614896023,0.042,8418.363926060421,0.29302023493590806,0.16148518640001178
0.8396666666666665,0.8998301149764151,0.007555079614896023,0.1503,0.2053,0.112,0.5324,0.023221240374788638,0.1290909090909091,8418.363926060421,0.29302023493590806,0.16148518640001178
0.8396666666666665,0.8998301149764151,0.023221240374788638,0.4343,0.1735,0.3337,0.0585,0.03627637434136583,0.20166666666666666,8418.363926060421,0.29302023493590806,0.16148518640001178
0.8396666666666665,0.8998301149764151,0.03627637434136583,0.1504,0.5802,0.1159,0.1535,0.047323026159238814,0.2630769230769231,8418.363926060421,0.29302023493590806,0.16148518640001178
0.0,0.0,0.0,0.3986,0.0736,0.1836,0.3442,0.0,0.0,1935.9731904739083,0.9475118820034489,0.8825176815491306
0.08868421052631581,0.09404960200471699,0.0,0.0488,0.2781,0.2822,0.3909,0.0,0.0,2838.8914510846325,0.7913341174180587,0.7360819057689953
0.17424561403508776,0.1878574587264151,0.0,0.286,0.4647,0.123,0.1263,0.0,0.0,7037.4001323708435,0.6552811925797329,0.6196831534970743
0.25954385964912285,0.27851967865566035,0.0,0.2266,0.2428,0.2617,0.2689,0.0,0.0,7488.373101147083,0.5354561446412386,0.49372404151124444
0.34042105263157907,0.3730560878537736,0.0,0.1176,0.3967,0.138,0.3477,0.0,0.0,7723.653230630842,0.45925747359219565,0.4153751464788144
0.4227368421052633,0.466829672759434,0.0,0.0631,0.1536,0.4714,0.3119,0.0,0.0,7808.699785881423,0.4391756651085388,0.3786305072807086
0.5122807017543859,0.5601805719339623,0.0,0.1934,0.0767,0.2815,0.4484,0.0,0.0,8020.395223047763,0.3937521546120185,0.3096805539895719
0.603298245614035,0.6533239976415094,0.0,0.1321,0.2942,0.3087,0.2651,0.0,0.0,8169.804133717769,0.348456855019311,0.2544944048669331
0.6901754385964912,0.7473142688679245,0.0,0.1974,0.2422,0.1857,0.3747,0.0,0.0,8358.254731013483,0.2852955569122051,0.1874980847117127
0.7820701754385965,0.8406150501179245,0.0,0.3129,0.2456,0.1555,0.286,0.00485060248266476,0.028,8423.245335798392,0.25801754881012273,0.1657985192307343
0.8454035087719298,0.907955852004717,0.00485060248266476,0.1858,0.3514,0.1447,0.3181,0.02015834797990549,0.11636363636363636,8423.245335798392,0.25801754881012273,0.1657985192307343
0.8454035087719298,0.907955852004717,0.02015834797990549,0.272,0.3463,0.1019,0.2799,0.032914802560939434,0.19,8423.245335798392,0.25801754881012273,0.1657985192307343
0.8454035087719298,0.907955852004717,0.032914802560939434,0.0816,0.3801,0.2397,0.2985,0.04370872566796815,0.2523076923076923,8423.245335798392,0.25801754881012273,0.1657985192307343
0.0,0.0,0.0,0.1244,0.2304,0.5507,0.0945,0.0,0.0,1936.7465026909474,0.9712443467381007,0.8762172933958001
0.08678947368421051,0.09509544516509434,0.0,0.2877,0.1886,0.152,0.3718,0.0,0.0,2819.4874674298744,0.8206202570452327,0.7380336897899504
0.16964912280701755,0.18917158018867924,0.0,0.1551,0.2078,0.3646,0.2725,0.0,0.0,7015.474945399551,0.6775247727372489,0.613229213064237
0.25689473684210523,0.2826503537735849,0.0,0.1011,0.1652,0.3601,0.3736,0.0,0.0,7494.358555175672,0.558376115031822,0.49227877868828984
0.3400526315789473,0.3778139740566038,0.0,0.0694,0.3013,0.3066,0.3227,0.0,0.0,7762.684350674334,0.4715836517389969,0.4151112287308682
0.4274912280701753,0.47115529186320754,0.0,0.2763,0.2258,0.2957,0.2022,0.0,0.0,7891.217007664986,0.44031825960531096,0.36460636137580443
0.5207719298245614,0.5674756780660377,0.0,0.0869,0.2207,0.3668,0.3256,0.0,0.0,8053.659907403281,0.3926853852218772,0.295941597584796
0.6040175438596491,0.6618908461084906,0.0,0.2742,0.2884,0.1243,0.3131,0.0,0.0,8180.295180938764,0.36314087210943,0.2489772605481196
0.6868421052631579,0.7544428066037736,0.0,0.2895,0.383,0.2141,0.1134,0.0,0.0,8353.938437482922,0.3010919511835312,0.1831633173750415
0.7758421052631579,0.8488487617924528,0.0,0.0644,0.4272,0.1568,0.3516,0.004167586383019095,0.026,8419.717931783256,0.2783422081927785,0.15502224453328312
0.8432280701754387,0.9178091833726415,0.004167586383019095,0.4024,0.1678,0.1439,0.2859,0.018360695253860353,0.11454545454545455,8419.717931783256,0.2783422081927785,0.15502224453328312
0.8432280701754387,0.9178091833726415,0.018360695253860353,0.1061,0.2696,0.2908,0.3335,0.0301882859795614,0.18833333333333332,8419.717931783256,0.2783422081927785,0.15502224453328312
0.8432280701754387,0.9178091833726415,0.0301882859795614,0.18,0.0552,0.4207,0.3442,0.04019624736284689,0.25076923076923074,8419.717931783256,0.2783422081927785,0.15502224453328312
0.0,0.0,0.0,0.4092,0.1276,0.0975,0.3657,0.0,0.0,1934.6295604329468,0.9783694827538295,0.9138987749212985
0.0824561403508772,0.09302771226415095,0.0,0.2882,0.2498,0.1302,0.3317,0.0,0.0,2103.8359736547404,0.8133024165895754,0.7432292239785726
0.16838596491228075,0.18674970518867925,0.0,0.1315,0.256,0.2946,0.318,0.0,0.0,6979.215800288258,0.6747066551366097,0.6196666435405074
0.24963157894736832,0.2850449587264151,0.0,0.0544,0.3214,0.2671,0.3571,0.0,0.0,7475.346571397474,0.5473589502188186,0.4988521306603962
0.33412280701754377,0.3790577093160377,0.0,0.3389,0.1011,0.2105,0.3496,0.0,0.0,7744.004210310425,0.46182884907671334,0.421068382814009
0.421438596491228,0.4734061762971698,0.0,0.3085,0.1549,0.1425,0.394,0.0,0.0,7888.636698434567,0.4195440739045875,0.3650153001644171
0.5109824561403509,0.567389445754717,0.0,0.1252,0.3139,0.3053,0.2556,0.0,0.0,8013.607980397103,0.4061162581001881,0.32085431213833987
0.5968596491228069,0.6619240123820754,0.0,0.1992,0.199,0.3163,0.2855,0.0,0.0,8170.273802617149,0.36168173319352775,0.25776343426271925
0.6829473684210525,0.7561858785377359,0.0,0.105,0.3183,0.2401,0.3366,0.0,0.0,8313.373058104877,0.3192618936988044,0.19681992759418346
0.7697368421052629,0.8513594487028302,0.0,0.3967,0.2391,0.1404,0.2237,0.0037142504672821293,0.024,8419.937449402303,0.277419877055389,0.15995674765076426
0.8388771929824559,0.9220876326650943,0.0037142504672821293,0.2164,0.3675,0.0476,0.3686,0.017445721891779693,0.11272727272727273,8419.937449402303,0.277419877055389,0.15995674765076426
0.8388771929824559,0.9220876326650943,0.017445721891779693,0.2418,0.425,0.2104,0.1229,0.028888614745527667,0.18666666666666668,8419.937449402303,0.277419877055389,0.15995674765076426
0.8388771929824559,0.9220876326650943,0.028888614745527667,0.2205,0.2516,0.3753,0.1526,0.03857106254485288,0.24923076923076923,8419.937449402303,0.277419877055389,0.15995674765076426
0.0,0.0,0.0,0.3505,0.131,0.234,0.2845,0.0,0.0,1944.5865425289173,0.9933880490851401,0.8682092672549495
0.08385964912280701,0.09278707252358491,0.0,0.153,0.1566,0.3404,0.3501,0.0,0.0,2465.036054444074,0.8188750637615132,0.7313878569600284
0.16949122807017536,0.18641546285377358,0.0,0.3423,0.3326,0.2086,0.1165,0.0,0.0,7029.545119075267,0.6787696967254908,0.6174417864864081
0.2559122807017544,0.2786888266509434,0.0,0.1681,0.1661,0.3464,0.3195,0.0,0.0,7490.142751977931,0.5593247261691777,0.4915480231690685
0.3361929824561404,0.3724078714622642,0.0,0.0568,0.488,0.3377,0.1175,0.0,0.0,7769.742824188214,0.470517645128385,0.41213619230357135
0.4264385964912282,0.46791420990566035,0.0,0.2364,0.2775,0.0835,0.4026,0.0,0.0,7899.5541218459575,0.43989160210954803,0.3524182789920933
0.5175789473684211,0.5638977741745284,0.0,0.3856,0.1474,0.2293,0.2377,0.0,0.0,8017.711819822173,0.41015942955288637,0.3018599410948297
0.6032631578947371,0.6593971108490566,0.0,0.0797,0.3855,0.2498,0.2851,0.0,0.0,8146.545057750583,0.3769134091021001,0.25288247225506527
0.6933333333333336,0.7524152417452831,0.0,0.1667,0.2397,0.2966,0.297,0.0,0.0,8358.369677520042,0.3082185175806381,0.16981173030322153
0.7827017543859651,0.8465665536556604,0.0,0.2197,0.1523,0.3773,0.2507,0.005063351060831878,0.03,8418.483323052917,0.2876358578482246,0.1480242345889232
0.8469122807017546,0.9095555719339623,0.005063351060831878,0.1455,0.3325,0.3615,0.1604,0.019946534482064973,0.11818181818181818,8418.483323052917,0.2876358578482246,0.1480242345889232
0.8469122807017546,0.9095555719339623,0.019946534482064973,0.2759,0.2585,0.2243,0.2413,0.03234918733309256,0.19166666666666668,8418.483323052917,0.2876358578482246,0.1480242345889232
0.8469122807017546,0.9095555719339623,0.03234918733309256,0.2195,0.2397,0.2985,0.2423,0.04284373974550051,0.25384615384615383,8418.483323052917,0.2876358578482246,0.1480242345889232
0.0,0.0,0.0,0.3754,0.2838,0.2339,0.1069,0.0,0.0,1960.084435855838,0.9683966082419435,0.8924494745609602
0.09359649122807016,0.09323186910377358,0.0,0.4236,0.1988,0.0734,0.3042,0.0,0.0,2115.1483055624767,0.7957012898114065,0.7437350774590407
0.17780701754385964,0.18678803066037736,0.0,0.2971,0.2528,0.1437,0.3065,0.0,0.0,7040.215958877843,0.6564992555579295,0.6225353381373391
0.26703508771929835,0.2819324882075472,0.0,0.477,0.1851,0.2306,0.1073,0.0,0.0,7497.775324347365,0.5422738564054529,0.50143202609849
0.34685964912280715,0.3747317216981132,0.0,0.1204,0.4301,0.1064,0.343,0.0,0.0,7768.62906785773,0.4543660626957782,0.42572988504192655
0.43822807017543874,0.4664836379716981,0.0,0.1542,0.3279,0.2326,0.2854,0.0,0.0,7893.711736190813,0.4194973655387942,0.3737074697533859
0.5250877192982455,0.5609772995283019,0.0,0.2949,0.2325,0.2105,0.2622,0.0,0.0,8057.703254395026,0.38030191479192565,0.3175513761023657
0.6136842105263157,0.6531261055424529,0.0,0.3655,0.1986,0.31,0.1259,0.0,0.0,8196.304997224233,0.33591317547823435,0.2634622086454605
0.69559649122807,0.7462024616745283,0.0,0.1475,0.1993,0.2288,0.4244,0.0,0.0,8326.605415979282,0.29075734031699574,0.20810189819405012
0.7788245614035086,0.8380623525943396,0.0,0.1246,0.3623,0.2488,0.2644,0.0026312415533708126,0.016,8431.579681464103,0.24548635051021625,0.1696303589224304
0.8522105263157893,0.9139762676886792,0.0026312415533708126,0.2461,0.2425,0.2262,0.2852,0.017342273874489448,0.10545454545454545,8431.579681464103,0.24548635051021625,0.1696303589224304
0.8522105263157893,0.9139762676886792,0.017342273874489448,0.3504,0.2584,0.1,0.2912,0.029601467475421635,0.18,8431.579681464103,0.24548635051021625,0.1696303589224304
0.8522105263157893,0.9139762676886792,0.029601467475421635,0.3539,0.294,0.0669,0.2853,0.039974631291595036,0.24307692307692308,8431.579681464103,0.24548635051021625,0.1696303589224304
0.0,0.0,0.0,0.0844,0.2507,0.5385,0.1264,0.0,0.0,1945.0069829244787,0.9826432762506665,0.9061099001912156
0.08842105263157893,0.09600272700471699,0.0,0.3308,0.1947,0.304,0.1704,0.0,0.0,2112.0393523912358,0.7841441548908175,0.7306003851926136
0.1754736842105263,0.1912422612028302,0.0,0.3354,0.3342,0.2085,0.1219,0.0,0.0,7048.841486851663,0.6469360916490545,0.6126943572275074
0.26510526315789473,0.28619361733490567,0.0,0.1341,0.342,0.355,0.1689,0.0,0.0,7534.093571535937,0.5210575006340343,0.49393932710773414
0.35289473684210515,0.37930756191037734,0.0,0.2747,0.2528,0.1365,0.3361,0.0,0.0,7764.049609548144,0.4431520909652729,0.4176793415917762
0.43950877192982446,0.47587337853773587,0.0,0.4358,0.3086,0.1266,0.129,0.0,0.0,7875.073380976402,0.414425228215396,0.3699006638001334
0.5235087719298247,0.569758991745283,0.0,0.1868,0.2331,0.2353,0.3449,0.0,0.0,8011.274579412169,0.3766338824839337,0.30571745532501704
0.6110175438596491,0.6627494840801886,0.0,0.2127,0.1883,0.3462,0.2529,0.0,0.0,8162.693937320296,0.3337468124570497,0.2514563044896978
0.6974561403508772,0.7549631485849057,0.0,0.2711,0.3291,0.1858,0.214,0.0,0.0,8361.598653578329,0.2626497166663746,0.16062660829261807
0.7803508771929826,0.8481684846698113,0.0,0.2387,0.2073,0.3153,0.2386,0.0038552706604125086,0.028,8423.569414647554,0.234563586967232,0.12782107825346553
0.842561403508772,0.9186014887971699,0.0038552706604125086,0.3119,0.3098,0.0795,0.2988,0.01602190404327276,0.11636363636363636,8423.569414647554,0.234563586967232,0.12782107825346553
0.842561403508772,0.9186014887971699,0.01602190404327276,0.4492,0.2798,0.2033,0.0677,0.026160765195656306,0.19,8423.569414647554,0.234563586967232,0.12782107825346553
0.842561403508772,0.9186014887971699,0.026160765195656306,0.2881,0.2027,0.2751,0.2341,0.03473980155536546,0.2523076923076923,8423.569414647554,0.234563586967232,0.12782107825346553
0.0,0.0,0.0,0.1419,0.1692,0.2924,0.3964,0.0,0.0,1921.6658612086924,0.9964097947605285,0.8944402468843698
0.08138596491228071,0.09447118219339623,0.0,0.4423,0.244,0.1942,0.1195,0.0,0.0,2453.4903094669703,0.8128614404191,0.7296094511783848
0.1651929824561403,0.1911438679245283,0.0,0.3445,0.1894,0.2564,0.2098,0.0,0.0,7071.712942925276,0.6665980035760108,0.6119499685275597
0.26049122807017544,0.28450397995283017,0.0,0.3721,0.364,0.1576,0.1063,0.0,0.0,7515.626123393365,0.5475143574290611,0.4895211836771967
0.34168421052631576,0.37780955188679244,0.0,0.4267,0.0468,0.2064,0.3202,0.0,0.0,7738.213623977509,0.46860318000041185,0.4185454519407819
0.43240350877192985,0.4720087706367925,0.0,0.3457,0.1989,0.2037,0.2518,0.0,0.0,7827.53452492267,0.4466398191198665,0.36687109108570387
0.5206491228070175,0.5641944280660377,0.0,0.3926,0.1298,0.2087,0.2688,0.0,0.0,7977.185617350569,0.42409231360517063,0.3134874464516779
0.6085263157894736,0.6574060288915095,0.0,0.1384,0.1663,0.4362,0.2592,0.0,0.0,8204.870098702413,0.3670081255384251,0.2357005799531223
0.7018947368421052,0.7521933962264151,0.0,0.2768,0.2812,0.1653,0.2766,0.0,0.0,8357.089716079128,0.31323564201539905,0.16371904815530583
0.7836491228070175,0.8469129569575472,0.0,0.1214,0.3242,0.345,0.2094,0.006541954927375171,0.042,8409.54836940025,0.29510892922264326,0.14399366036548727
0.8344912280701754,0.9009935141509434,0.006541954927375171,0.0789,0.2227,0.1862,0.5122,0.020107307352538403,0.1290909090909091,8409.54836940025,0.29510892922264326,0.14399366036548727
0.8344912280701754,0.9009935141509434,0.020107307352538403,0.3362,0.2291,0.0923,0.3424,0.03141176770684109,0.20166666666666666,8409.54836940025,0.29510892922264326,0.14399366036548727
0.8344912280701754,0.9009935141509434,0.03141176770684109,0.1698,0.0843,0.5287,0.2172,0.04097708031432799,0.2630769230769231,8409.54836940025,0.29510892922264326,0.14399366036548727
0.0,0.0,0.0,0.3083,0.2486,0.0758,0.3673,0.0,0.0,1923.3582338770545,1.0171108947270995,0.8644333118949906
0.0813157894736842,0.0953515625,0.0,0.0903,0.3044,0.3839,0.2214,0.0,0.0,2447.9601818299975,0.8442715370592058,0.7341033367325486
0.16859649122807022,0.18808483195754716,0.0,0.2063,0.3604,0.3704,0.063,0.0,0.0,7029.190365638903,0.67658229482124,0.6113546161890143
0.25642105263157905,0.28139040389150943,0.0,0.3944,0.0733,0.39,0.1423,0.0,0.0,7485.333438242731,0.5546389839613098,0.48789914973276427
0.33796491228070186,0.37693064563679246,0.0,0.366,0.1909,0.1048,0.3382,0.0,0.0,7732.158373301073,0.4710527495968662,0.41089099655433114
0.4240175438596492,0.4716848466981132,0.0,0.208,0.1818,0.2898,0.3204,0.0,0.0,7812.083725782565,0.4525262572359463,0.3644813522551639
0.5079473684210526,0.5673050560141509,0.0,0.3734,0.2822,0.2443,0.1,0.0,0.0,7999.434379792042,0.40848316952107727,0.3041644000294933
0.5980350877192983,0.6623186910377359,0.0,0.3362,0.1157,0.3177,0.2304,0.0,0.0,8184.877245743533,0.3634924158846668,0.23633416194988544
0.6847894736842105,0.7574156102594339,0.0,0.131,0.1104,0.3614,0.3972,0.0,0.0,8329.123734621231,0.313796818638202,0.1739377045292428
0.7731754385964911,0.8509010170990566,0.0,0.447,0.1244,0.1354,0.2932,0.0045604285937841695,0.03,8415.006963526279,0.2859185000085006,0.14267962087809277
0.8379649122807016,0.9184828272405661,0.0045604285937841695,0.0942,0.1211,0.4172,0.3675,0.017965324763392184,0.11818181818181818,8415.006963526279,0.2859185000085006,0.14267962087809277
0.8379649122807016,0.9184828272405661,0.017965324763392184,0.1235,0.2957,0.3553,0.2255,0.029136071571398862,0.19166666666666668,8415.006963526279,0.2859185000085006,0.14267962087809277
0.8379649122807016,0.9184828272405661,0.029136071571398862,0.1961,0.1951,0.3504,0.2583,0.03858824194740451,0.25384615384615383,8415.006963526279,0.2859185000085006,0.14267962087809277
0.0,0.0,0.0,0.2555,0.3624,0.0669,0.3152,0.0,0.0,1962.7207426407736,0.9745583199998635,0.8616536490434425
0.09291228070175438,0.09481132075471699,0.0,0.3159,0.3525,0.2621,0.0695,0.0,0.0,3634.270583945275,0.815822146800377,0.725236158463681
0.18510526315789472,0.1873665978773585,0.0,0.2227,0.0962,0.3466,0.3345,0.0,0.0,7122.36357270435,0.6660149966100121,0.5999971958351104
0.2761578947368421,0.2810885908018868,0.0,0.1701,0.2171,0.2329,0.3799,0.0,0.0,7553.108263044221,0.5464424742523927,0.4764760195388873
0.3610350877192982,0.3755737765330189,0.0,0.2142,0.2961,0.3008,0.1889,0.0,0.0,7776.502251618546,0.4676721632699695,0.4034878602235693
0.4507017543859649,0.47115529186320754,0.0,0.2103,0.2322,0.3158,0.2416,0.0,0.0,7911.199612639034,0.4374582591344421,0.35005438320602844
0.5423859649122809,0.5653438237028302,0.0,0.1386,0.2021,0.2857,0.3736,0.0,0.0,8080.018366830775,0.4004141205702449,0.2897513926976666
0.6302982456140352,0.6594608637971698,0.0,0.1996,0.2281,0.3046,0.2677,0.0,0.0,8237.18962601248,0.3599199189995588,0.2371069247182223
0.7194210526315791,0.7520861586084906,0.0,0.2847,0.2693,0.1715,0.2745,0.0,0.0,8365.529694702944,0.31608761052374784,0.18908676282469955
0.8123684210526317,0.8452701208726415,0.0,0.143,0.2782,0.2035,0.3753,0.011577077994962095,0.06,8419.919371458349,0.29464910476117795,0.17379463660617211
0.8457192982456141,0.8822792600235849,0.011577077994962095,0.3434,0.167,0.1317,0.3579,0.028065643624150524,0.14545454545454545,8419.919371458349,0.29464910476117795,0.17379463660617211
0.8457192982456141,0.8822792600235849,0.028065643624150524,0.3109,0.1778,0.2587,0.2525,0.041806114981807564,0.21666666666666667,8419.919371458349,0.29464910476117795,0.17379463660617211
0.8457192982456141,0.8822792600235849,0.041806114981807564,0.1075,0.2595,0.3519,0.2811,0.05343266766905582,0.27692307692307694,8419.919371458349,0.29464910476117795,0.17379463660617211
0.0,0.0,0.0,0.2213,0.2701,0.2128,0.2958,0.0,0.0,1933.2696634639822,0.9605358583636754,0.8867737015815964
0.08656140350877194,0.09493145636792452,0.0,0.4288,0.1108,0.3306,0.1297,0.0,0.0,2477.3881595782145,0.7977994276564948,0.7343926360801212
0.17726315789473682,0.18658018867924528,0.0,0.3406,0.0386,0.3452,0.2756,0.0,0.0,7062.296231756748,0.6537355924974264,0.6112993917547053
0.2667894736842106,0.28279444280660376,0.0,0.3034,0.3951,0.0495,0.252,0.0,0.0,7539.224829011589,0.5267493678148214,0.4886545086684361
0.35642105263157897,0.3769796580188679,0.0,0.2235,0.2608,0.4063,0.1094,0.0,0.0,7765.508960740775,0.4505074967406776,0.4109618998231938
0.44210526315789467,0.4729761202830189,0.0,0.4495,0.2002,0.184,0.1662,0.0,0.0,7841.268657008719,0.43257504010152825,0.3675040416883186
0.5325438596491227,0.569466022995283,0.0,0.2346,0.1761,0.4847,0.1046,0.0,0.0,8079.467096283791,0.38080620389337183,0.2920200239007338
0.6240701754385962,0.6608999115566038,0.0,0.2261,0.2616,0.3013,0.211,0.0,0.0,8218.566179807218,0.3404557581200243,0.24366567353433366
0.718175438596491,0.7534135465801887,0.0,0.3036,0.1188,0.3383,0.2394,0.0,0.0,8351.678458088792,0.2944890400993873,0.1745575277796182
0.8072807017543857,0.8453545106132075,0.0,0.266,0.045,0.2909,0.3982,0.007200918072978542,0.044,8430.575972822617,0.26269302848087633,0.14993774192140255
0.8570175438596488,0.8972508844339623,0.007200918072978542,0.2617,0.1696,0.2902,0.2785,0.021424219060101456,0.13090909090909092,8430.575972822617,0.26269302848087633,0.14993774192140255
0.8570175438596488,0.8972508844339623,0.021424219060101456,0.0829,0.4077,0.3242,0.1852,0.03327696988270388,0.20333333333333334,8430.575972822617,0.26269302848087633,0.14993774192140255
0.8570175438596488,0.8972508844339623,0.03327696988270388,0.2378,0.2513,0.2104,0.3006,0.04330622057875208,0.26461538461538464,8430.575972822617,0.26269302848087633,0.14993774192140255
0.0,0.0,0.0,0.0581,0.2884,0.2993,0.3542,0.0,0.0,1939.0721537603783,0.9611278558091543,0.9207665101452973
0.09064912280701755,0.09468934257075472,0.0,0.1039,0.324,0.3407,0.2314,0.0,0.0,2468.9670508509485,0.7814225128013796,0.7340261232512147
0.17589473684210524,0.1884772995283019,0.0,0.2318,0.1817,0.3592,0.2274,0.0,0.0,7064.040311275547,0.6337555915389361,0.6055911907049819
0.26456140350877194,0.28500110554245284,0.0,0.2606,0.0806,0.2866,0.3723,0.0,0.0,7555.431014377365,0.5052273821792426,0.48691618870803616
0.35557894736842116,0.3783251031839623,0.0,0.561,0.1318,0.1358,0.1714,0.0,0.0,7768.961489791501,0.43110641470938765,0.41186181499937613
0.43900000000000006,0.4717909787735849,0.0,0.2499,0.2754,0.1945,0.2802,0.0,0.0,7916.959798817766,0.3918229099619003,0.35357822575140607
0.5254561403508773,0.5669372788915095,0.0,0.1719,0.1487,0.3685,0.3108,0.0,0.0,8055.738711119852,0.35756842475399014,0.299282349923003
0.6096491228070177,0.660657429245283,0.0,0.1387,0.3348,0.1948,0.3317,0.0,0.0,8178.028945637045,0.3196259731092381,0.24602203344210807
0.6977894736842106,0.7538004864386793,0.0,0.1453,0.2939,0.4549,0.106,0.0,0.0,8364.344462617655,0.24908872045598657,0.1708108365345314
0.787280701754386,0.8489626326650943,0.0,0.3417,0.3233,0.1549,0.1801,0.006818959388639354,0.044,8420.665329441492,0.22613426786922758,0.14584892407481037
0.842842105263158,0.9005686173349057,0.006818959388639354,0.2678,0.2553,0.3508,0.1261,0.020287813057108823,0.13090909090909092,8420.665329441492,0.22613426786922758,0.14584892407481037
0.842842105263158,0.9005686173349057,0.020287813057108823,0.3062,0.2648,0.1622,0.2668,0.03151185778083338,0.20333333333333334,8420.665329441492,0.22613426786922758,0.14584892407481037
0.842842105263158,0.9005686173349057,0.03151185778083338,0.411,0.1485,0.1634,0.2771,0.041009126393215696,0.26461538461538464,8420.665329441492,0.22613426786922758,0.14584892407481037
0.0,0.0,0.0,0.3367,0.3169,0.1789,0.1674,0.0,0.0,1929.387501410431,1.0337860040706068,0.9178546298697866
0.08315789473684208,0.09334389740566038,0.0,0.1895,0.3279,0.0556,0.427,0.0,0.0,2463.9119163675377,0.8219555977787762,0.7318663463325414
0.1703157894736842,0.1873853920990566,0.0,0.2254,0.2088,0.2848,0.281,0.0,0.0,7019.110510931687,0.6868846525942909,0.6119515998357322
0.2564561403508772,0.2836726120283019,0.0,0.0829,0.1759,0.4209,0.3202,0.0,0.0,7522.849954045165,0.559930015564042,0.4896645556948544
0.34421052631578947,0.3786014887971698,0.0,0.2771,0.0984,0.3421,0.2824,0.0,0.0,7760.866471643265,0.479164862789471,0.4163125973913743
0.43075438596491217,0.47369951356132073,0.0,0.151,0.2385,0.3897,0.2208,0.0,0.0,7918.598456117945,0.4417704835785446,0.3585478551085289
0.5247192982456141,0.5660200471698114,0.0,0.3526,0.2525,0.1781,0.2168,0.0,0.0,8036.409542556137,0.41261063532866565,0.29825173515648296
0.6130175438596492,0.6630649321933962,0.0,0.1101,0.3883,0.2416,0.2601,0.0,0.0,8209.62307842736,0.3638658122800235,0.22797169491535002
0.6990350877192983,0.7583048349056604,0.0,0.399,0.2846,0.1956,0.1208,0.0,0.0,8351.204538614864,0.31335506680286496,0.16597351850735945
0.7908070175438597,0.8527620135613208,0.0,0.3382,0.3359,0.1724,0.1535,0.0072548985856254545,0.048,8411.535535149727,0.29193090837682495,0.1389651384546356
0.8371929824561404,0.9013332841981132,0.0072548985856254545,0.2469,0.2495,0.294,0.2097,0.020335700580919835,0.13454545454545455,8411.535535149727,0.29193090837682495,0.1389651384546356
0.8371929824561404,0.9013332841981132,0.020335700580919835,0.1252,0.3402,0.3462,0.1884,0.031236368910331817,0.20666666666666667,8411.535535149727,0.29193090837682495,0.1389651384546356
0.8371929824561404,0.9013332841981132,0.031236368910331817,0.2814,0.0992,0.5244,0.095,0.04046001134291118,0.2676923076923077,8411.535535149727,0.29193090837682495,0.1389651384546356
0.0,0.0,0.0,0.1042,0.3179,0.372,0.2059,0.0,0.0,1941.2571969994194,0.9458060516018254,0.8987950147198073
